,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0.0,0.992,-1.0,0.008,1.0,0.0
2,0.0,0.984,-1.0,0.016,1.0,0.0
3,0.0,0.976,-1.0,0.024,1.0,0.0
4,0.0,0.968,-1.0,0.032,1.0,0.0
5,0.0,0.96,-1.0,0.04,1.0,0.0
6,0.0,0.952,-1.0,0.048,1.0,0.0
7,0.0,0.944,-1.0,0.056,1.0,0.0
8,0.0,0.936,-1.0,0.064,1.0,0.0
9,0.0,0.928,-1.0,0.072,1.0,0.0
10,0.0,0.92,-1.0,0.08,1.0,0.0
11,0.0,0.912,-1.0,0.088,1.0,0.0
12,0.0,0.904,-1.001,0.096,1.0,0.0
13,0.001,0.895992,-1.0,0.104,1.0,7.992000013473444e-06
14,0.001,0.887992,-1.0,0.112,1.0,7.992000013473444e-06
15,0.001,0.879992,-1.005,0.12,1.0,7.992000013473444e-06
16,0.006,0.871952,-1.006,0.128,1.004,0.00020771200000308453
17,0.012,0.863904,-1.005,0.136,1.004,0.0003028480000066338
18,0.017,0.8558640000000001,-1.026,0.144,1.004,0.00043768799999088515
19,0.043,0.847656,-1.005,0.152,1.027,0.004089208000019426
20,0.048,0.839616,-1.022,0.16,1.028,0.004157567999995081
21,0.07,0.8314400000000001,-1.005,0.168,1.036,0.005256799999988289
22,0.075,0.8234,-1.026,0.176,1.036,0.005355000000010477
23,0.101,0.815192,-1.023,0.184,1.041,0.006630392000006396
24,0.124,0.8070080000000001,-1.114,0.192,1.045,0.007428992000001017
25,0.238,0.798096,-1.265,0.2,1.069,0.015962847999995575
26,0.493,0.787976,-1.238,0.208,1.1686667,0.04867192799999612
27,0.725,0.778072,-1.389,0.216,1.3177189800000002,0.07923135200000252
28,1.096,0.7669600000000001,-1.832,0.224,1.4962256500000002,0.1350967999999848
29,1.815,0.752304,-1.827,0.232,1.8618651099999999,0.3260844480000087
30,2.528,0.737688,-2.368,0.24,2.24959264,0.42888383199999225
31,3.635,0.718744,-2.392,0.248,2.95970797,0.6439068079999924
32,4.715,0.6996079999999999,-2.224,0.256,3.7818155200000017,0.8533887920000052
33,5.628,0.681816,-2.041,0.264,4.2535028299999995,0.9978357679999972
34,6.344,0.6654880000000001,-1.622,0.272,4.866548189999998,1.1391472319999885
35,6.751,0.652512,-2.414,0.28,5.254323189999999,1.206687232000011
36,7.802,0.6332000000000001,-2.763,0.288,5.95526984,1.3660439999999945
37,8.878,0.611096,-3.844,0.296,6.770661190000002,1.5341058479999992
38,10.574,0.5803440000000001,-4.726,0.304,8.03862805,1.7494572079999926
39,12.49,0.5425359999999999,-4.868,0.312,9.394057880000009,2.0277720880000123
40,13.808,0.503592,-5.105,0.32,10.543193019999997,2.217843192
41,14.975,0.462752,-5.348,0.328,11.386386569999994,2.3099493120000005
42,16.03,0.419968,-5.613,0.336,12.155835730000009,2.2482238719999987
43,16.367,0.375064,-5.581,0.344,12.100044770000023,2.188714487999998
44,16.252,0.330416,-5.675,0.352,11.606995580000001,2.0338463680000003
45,15.969,0.28501600000000005,-5.457,0.36,11.003682630000018,1.6604309679999987
46,15.342,0.24136000000000002,-4.344,0.368,10.185608060000007,1.234264799999999
47,14.489,0.206608,-3.627,0.376,9.306987779999998,0.8529417919999996
48,13.407,0.177592,-2.504,0.384,8.395204609999995,0.5640751919999989
49,12.437,0.15756,-2.215,0.392,7.594874640000006,0.3842237999999998
50,11.61,0.13984,-1.593,0.4,6.990393410000002,0.26134079999999993
51,10.81,0.12709600000000001,-1.348,0.408,6.425970800000001,0.19425784799999973
52,10.149,0.116312,-1.113,0.416,5.962770360000004,0.15365183200000002
53,9.5,0.107408,-0.979,0.424,5.522600070000002,0.13242019200000005
54,8.902,0.099576,-1.024,0.432,5.14387,0.10240952800000036
55,8.359,0.091384,-0.815,0.44,4.802203630000011,0.07979256800000008
56,7.835,0.08486400000000001,-0.591,0.448,4.481648660000002,0.06944268799999986
57,7.401,0.080136,-0.718,0.456,4.181903759999996,0.06238968800000009
58,6.962,0.074392,-0.652,0.464,3.9107756500000033,0.05274879200000009
59,6.495,0.069176,-0.537,0.472,3.6505844800000036,0.04360312799999997
60,6.055,0.06488,-0.536,0.48,3.41242909,0.039823200000000045
61,5.628,0.060592,-0.648,0.488,3.1981650999999998,0.03757219199999997
62,5.27,0.055408,-0.473,0.496,3.0156170900000023,0.03022819199999998
63,4.954,0.051624,-0.499,0.504,2.8490828700000006,0.025710327999999946
64,4.675,0.047632,-0.416,0.512,2.6947434600000033,0.021151072000000055
65,4.395,0.044304,-0.404,0.52,2.5486715999999987,0.016788447999999987
66,4.128,0.041072000000000004,-0.368,0.528,2.409595040000003,0.014000351999999964
67,3.911,0.038128,-0.336,0.536,2.284797580000005,0.01074595199999999
68,3.724,0.03544,-0.282,0.544,2.1667618700000086,0.007560800000000029
69,3.505,0.033184,-0.247,0.552,2.051889509999997,0.005616768000000036
70,3.333,0.031208,-0.207,0.56,1.9464400500000056,0.004233592000000016
71,3.172,0.029552,-0.241,0.568,1.849583709999999,0.0036829120000000017
72,3.027,0.027624,-0.192,0.576,1.7660832300000053,0.0028783280000000103
73,2.876,0.026088,-0.156,0.584,1.6960896200000064,0.00224703199999999
74,2.718,0.02484,-0.136,0.592,1.6426528399999991,0.0017758000000000038
75,2.586,0.023752,-0.108,0.6,1.6066025199999978,0.0014083120000000094
76,2.477,0.022888000000000002,-0.057,0.608,1.5806483599999928,0.0013574319999999887
77,2.404,0.022431999999999997,-0.037,0.616,1.562082569999999,0.0014366720000000086
78,2.357,0.022136,-0.026,0.624,1.546697909999999,0.0015416880000000076
79,2.322,0.021928,-0.027,0.632,1.5325270599999958,0.0016153519999999944
80,2.292,0.021712,-0.027,0.64,1.5195158399999993,0.001713632000000004
81,2.263,0.021495999999999998,-0.026,0.648,1.5068238900000064,0.0018002480000000106
82,2.237,0.021288,-0.037,0.656,1.4952573400000033,0.001872632000000003
83,2.208,0.020992,-0.041,0.664,1.483058080000006,0.0019569919999999925
84,2.19,0.020664000000000002,-0.031,0.672,1.4715611700000035,0.0020088879999999917
85,2.165,0.020416,-0.041,0.68,1.4586889700000016,0.0020423679999999962
86,2.149,0.020088,-0.02,0.688,1.4461209400000008,0.002063031999999993
87,2.13,0.019928,-0.033,0.696,1.4338190799999928,0.0020473519999999966
88,2.113,0.019664,-0.03,0.704,1.4210775300000003,0.0020018879999999938
89,2.092,0.019424,-0.041,0.712,1.4077859200000042,0.0019745280000000066
90,2.072,0.019096,-0.039,0.72,1.394155890000015,0.0019138480000000016
91,2.063,0.018784,-0.032,0.728,1.3815166899999993,0.0018311680000000052
92,2.058,0.018528,-0.029,0.736,1.3687617499999947,0.0017451520000000046
93,2.048,0.018296,-0.03,0.744,1.3562786100000028,0.0016530480000000055
94,2.037,0.018056000000000003,-0.027,0.752,1.3427707,0.0015276079999999937
95,2.032,0.017839999999999998,-0.014,0.76,1.3298697000000028,0.0014168000000000021
96,2.017,0.017728,-0.027,0.768,1.3154901599999993,0.0013547519999999905
97,2.013,0.017512,-0.014,0.776,1.301640660000001,0.001226232000000003
98,2.003,0.0174,-0.022,0.784,1.289190040000006,0.0011550000000000082
99,1.992,0.017224,-0.018,0.792,1.2760436299999989,0.001052728000000002
100,1.981,0.017079999999999998,-0.014,0.8,1.261534169999998,0.0009502000000000024
101,1.966,0.016968,-0.022,0.808,1.2461491300000014,0.000882871999999999
102,1.949,0.016792,-0.023,0.816,1.231933340000001,0.0008095919999999879
103,1.909,0.016608,-0.014,0.824,1.2166684300000021,0.0007057919999999953
104,1.88,0.016496,-0.024,0.832,1.2002398000000067,0.000673248000000008
105,1.836,0.016304,-0.021,0.84,1.1844755300000107,0.0006124480000000076
106,1.781,0.016135999999999998,-0.019,0.848,1.16905874,0.0006456879999999998
107,1.698,0.015984,-0.035,0.856,1.1510082799999999,0.0006719679999999961
108,1.616,0.015704,-0.038,0.864,1.1341518299999935,0.0008450479999999984
109,1.551,0.0154,-0.048,0.872,1.1176816100000044,0.0010029999999999965
110,1.471,0.015016,-0.057,0.88,1.1016804400000006,0.0011989680000000008
111,1.371,0.01456,-0.071,0.888,1.0827279099999982,0.0014528
112,1.304,0.013992000000000001,-0.068,0.896,1.0688915200000033,0.0016799919999999986
113,1.244,0.013448,-0.076,0.904,1.0565111000000038,0.0018499119999999998
114,1.163,0.01284,-0.07,0.912,1.0416940499999991,0.0020077999999999997
115,1.115,0.01228,-0.094,0.92,1.0313571400000001,0.0020382000000000035
116,1.081,0.011528,-0.08,0.928,1.0241425299999996,0.0020201519999999995
117,1.054,0.010888,-0.079,0.936,1.0180664900000007,0.0018774320000000024
118,1.03,0.010256,-0.069,0.944,1.0119999999999996,0.0016198080000000008
119,1.018,0.009704,-0.066,0.952,1.009,0.001341047999999999
120,1.007,0.009176,-0.057,0.96,1.00466669,0.0010031280000000003
121,1.003,0.00872,-0.046,0.968,1.003,0.0006551999999999989
122,1.0,0.008352,-0.032,0.976,1.0,0.00033651199999999904
123,0.988,0.008096,-0.012,0.984,1.0,9.484800000000072e-05
124,0.0,0.008,0.0,0.992,1.0,0.0
