,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0.0,0.998,-1.0,0.002,1.0,0.0
2,0.0,0.996,-1.0,0.004,1.0,0.0
3,0.0,0.994,-1.0,0.006,1.0,0.0
4,0.0,0.992,-1.0,0.008,1.0,0.0
5,0.0,0.99,-1.0,0.01,1.0,0.0
6,0.0,0.988,-1.0,0.012,1.0,0.0
7,0.0,0.986,-1.0,0.014,1.0,0.0
8,0.0,0.984,-1.0,0.016,1.0,0.0
9,0.0,0.982,-1.0,0.018,1.0,0.0
10,0.0,0.98,-1.0,0.02,1.0,0.0
11,0.0,0.978,-1.0,0.022,1.0,0.0
12,0.0,0.976,-1.0,0.024,1.0,0.0
13,0.0,0.974,-1.0,0.026,1.0,0.0
14,0.0,0.972,-1.0,0.028,1.0,0.0
15,0.0,0.97,-1.001,0.03,1.0,0.0
16,0.001,0.967998,-1.0,0.032,1.0,1.997999963350594e-06
17,0.001,0.965998,-1.0,0.034,1.0,1.997999963350594e-06
18,0.001,0.963998,-1.0,0.036,1.0,1.997999963350594e-06
19,0.001,0.961998,-1.0,0.038,1.0,1.997999905142933e-06
20,0.001,0.959998,-1.0,0.04,1.0,1.997999963350594e-06
21,0.001,0.957998,-1.0,0.042,1.0,1.997999963350594e-06
22,0.001,0.955998,-1.0,0.044,1.0,1.997999963350594e-06
23,0.001,0.953998,-1.001,0.046,1.0,1.997999963350594e-06
24,0.002,0.951996,-1.0,0.048,1.0,3.9920000126585365e-06
25,0.002,0.949996,-1.001,0.05,1.0,3.992000070866198e-06
26,0.003,0.947994,-1.0,0.052,1.0,5.981999973300844e-06
27,0.003,0.945994,-1.0,0.054,1.0,5.981999973300844e-06
28,0.003,0.943994,-0.999,0.056,1.0,5.981999973300844e-06
29,0.002,0.9419959999999999,-1.0,0.058,1.0,3.9920000126585365e-06
30,0.002,0.9399959999999999,-1.0,0.06,1.0,3.9920000126585365e-06
31,0.002,0.9379959999999999,-1.0,0.062,1.0,3.9920000126585365e-06
32,0.002,0.9359959999999999,-1.001,0.064,1.0,3.9920000126585365e-06
