,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0.0,0.998,-1.0,0.002,1.0,0.0
2,0.0,0.996,-1.0,0.004,1.0,0.0
3,0.0,0.994,-1.0,0.006,1.0,0.0
4,0.0,0.992,-1.0,0.008,1.0,0.0
5,0.0,0.99,-1.0,0.01,1.0,0.0
6,0.0,0.988,-1.0,0.012,1.0,0.0
7,0.0,0.986,-1.0,0.014,1.0,0.0
8,0.0,0.984,-1.0,0.016,1.0,0.0
9,0.0,0.982,-1.0,0.018,1.0,0.0
10,0.0,0.98,-1.0,0.02,1.0,0.0
11,0.0,0.978,-1.0,0.022,1.0,0.0
12,0.0,0.976,-1.0,0.024,1.0,0.0
13,0.0,0.974,-1.0,0.026,1.0,0.0
14,0.0,0.972,-1.0,0.028,1.0,0.0
15,0.0,0.97,-1.0,0.03,1.0,0.0
16,0.0,0.968,-1.001,0.032,1.0,0.0
17,0.001,0.965998,-1.201,0.034,1.0,1.997999963350594e-06
18,0.202,0.963596,-1.0,0.036,1.2,0.08072239199996693
19,0.202,0.961596,-3.381,0.038,1.2,0.08072239200002514
20,2.583,0.954834,-3.998,0.04,2.186,1.0025142220000853
21,5.581,0.946838,-4.552,0.042,3.326,2.1314748780000374
22,9.133,0.9377340000000001,-6.906,0.044,5.524,3.4072386219999755
23,15.039,0.923922,-9.565,0.046,8.461,5.46129895799997
24,23.604,0.904792,-11.191,0.048,12.37,8.227406368000025
25,33.795,0.8824099999999999,-13.984,0.05,16.733,11.15694994999998
26,46.779,0.854442,-17.112,0.052,22.331,14.39506431799999
27,62.891,0.820218,-17.708,0.054,29.843,17.42624623800005
28,79.383,0.784802,-15.668,0.056,39.527506,19.426324397999966
29,93.396,0.753466,-18.46,0.058,46.04119959999999,20.33297542199999
30,109.783,0.716546,-17.381,0.06,57.5441566,20.319316941999976
31,124.647,0.681784,-10.793,0.062,65.94932389999998,19.274172671999985
32,131.733,0.660198,-12.25,0.064,74.10822389999998,18.467482398000023
33,139.985,0.635698,-15.23,0.066,78.96122889999998,17.001884398000023
34,147.572,0.605238,-13.926,0.068,89.38241749999999,15.174171677999954
