,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0.0,0.998,-1.0,0.002,1.0,0.0
2,0.0,0.996,-1.0,0.004,1.0,0.0
3,0.0,0.994,-1.0,0.006,1.0,0.0
4,0.0,0.992,-1.0,0.008,1.0,0.0
5,0.0,0.99,-1.0,0.01,1.0,0.0
6,0.0,0.988,-1.0,0.012,1.0,0.0
7,0.0,0.986,-1.0,0.014,1.0,0.0
8,0.0,0.984,-1.0,0.016,1.0,0.0
9,0.0,0.982,-1.0,0.018,1.0,0.0
10,0.0,0.98,-1.0,0.02,1.0,0.0
11,0.0,0.978,-1.0,0.022,1.0,0.0
12,0.0,0.976,-1.0,0.024,1.0,0.0
13,0.0,0.974,-1.0,0.026,1.0,0.0
14,0.0,0.972,-1.0,0.028,1.0,0.0
15,0.0,0.97,-1.0,0.03,1.0,0.0
16,0.0,0.968,-1.0,0.032,1.0,0.0
17,0.0,0.966,-1.0,0.034,1.0,0.0
18,0.0,0.964,-1.0,0.036,1.0,0.0
19,0.0,0.962,-1.0,0.038,1.0,0.0
20,0.0,0.96,-1.0,0.04,1.0,0.0
21,0.0,0.958,-1.0,0.042,1.0,0.0
22,0.0,0.956,-1.0,0.044,1.0,0.0
23,0.0,0.954,-1.0,0.046,1.0,0.0
24,0.0,0.952,-1.0,0.048,1.0,0.0
25,0.0,0.95,-1.0,0.05,1.0,0.0
26,0.0,0.948,-1.0,0.052,1.0,0.0
27,0.0,0.946,-1.0,0.054,1.0,0.0
28,0.0,0.944,-1.0,0.056,1.0,0.0
29,0.0,0.942,-1.0,0.058,1.0,0.0
30,0.0,0.94,-1.0,0.06,1.0,0.0
31,0.0,0.938,-1.0,0.062,1.0,0.0
32,0.0,0.936,-1.0,0.064,1.0,0.0
33,0.0,0.934,-1.0,0.066,1.0,0.0
34,0.0,0.932,-1.0,0.068,1.0,0.0
35,0.0,0.93,-1.0,0.07,1.0,0.0
36,0.0,0.928,-1.0,0.072,1.0,0.0
37,0.0,0.926,-1.0,0.074,1.0,0.0
38,0.0,0.924,-1.0,0.076,1.0,0.0
