,f,Sgcc,varSgcc,Nsec,meanS,chiDelta
0,0.0,0.9930293820167897,0.007486035101814195,1.2201881258217862,1.0334703327601906,-1.0774754728431273
1,0.0005,0.9924906442803682,0.0075404843925498425,1.2257509861434206,1.034267949833116,-1.082937190249823
2,0.001,0.9919491756852433,0.007555721812648699,1.231414989379994,1.035153862647923,-1.0811166177809244
3,0.0015,0.9914086173763528,0.007572607625974342,1.2376858501062,1.0362689905937112,-1.0775766157580662
4,0.002,0.9908698290684738,0.0076393182987812905,1.2406189946394255,1.0367407535147186,-1.0767674724385556
5,0.0025,0.9903314453322545,0.007671458207070827,1.2454738545564883,1.0374415687266119,-1.0722160412663093
6,0.003,0.9897953373116213,0.007718340254854411,1.2490138565793467,1.0378890290280183,-1.076666329523617
7,0.0035,0.9892570041468595,0.0077311525160912425,1.2541721452412258,1.0387324709214134,-1.0746434712248407
8,0.004,0.9887196824112471,0.0077876706388778985,1.2585212905835945,1.0394016071609202,-1.069181753818145
9,0.0045,0.988185091534338,0.007820933042094112,1.261960149691514,1.0399399079599494,-1.0754526145443513
10,0.005,0.9876473652270659,0.007863009783206507,1.2653990087994336,1.040399188833825,-1.0682714675836957
11,0.0055,0.9871132294932741,0.007916251558810473,1.2685344391625366,1.0407304945888571,-1.0754526145443513
12,0.006,0.9865755031860018,0.007962351951515302,1.2723778699302113,1.0412658056033204,-1.0715080408617377
13,0.0065,0.9860397491655709,0.007988546288805083,1.2760190148680084,1.0417385233134449,-1.0772731870132497
14,0.007,0.9855011125720644,0.008018304391764104,1.280570446040255,1.0423022908870267,-1.0709011833721047
15,0.0075,0.9849656619803783,0.008055748405400664,1.2845150197228685,1.0428537372307096,-1.0790937594821484
16,0.008,0.9844261151006372,0.00808127381047234,1.2911904521088298,1.043815991706284,-1.0767674724385556
17,0.0085,0.983887731364418,0.008139351029414684,1.2959441691109537,1.04452156164661,-1.0699908971376555
18,0.009,0.983352735915849,0.008165790127124638,1.3004956002832002,1.0453286800849633,-1.081318903610802
19,0.0095,0.9828120764640437,0.008208119362825528,1.3072721755841004,1.0463167543238627,-1.0794983311419035
20,0.01,0.9822723272984728,0.008260141347069294,1.311722463841408,1.0468793820167934,-1.0759583291190453
21,0.0105,0.9817343481339132,0.008314254146302118,1.3151613229493273,1.0473410266005914,-1.0751491857995348
22,0.011,0.9811967735410135,0.008353884307667613,1.319611611206635,1.0478825498128896,-1.0737331849903915
23,0.0115,0.9806599069485182,0.008390752930892632,1.3235561848892485,1.0484425690300434,-1.0704966117123496
24,0.012,0.9801246586426621,0.008412583841942252,1.3266916152523516,1.0487823313441929,-1.0776777586730049
25,0.0125,0.9795858197633256,0.008466558496933431,1.3311419035096592,1.0494311024577763,-1.0801051886315363
26,0.013,0.9790457671690098,0.008524535320466384,1.3355921917669666,1.0500289966622878,-1.079194902397087
27,0.0135,0.9785061697178113,0.008580787629587576,1.3398401941943967,1.050593622939216,-1.0742388995650856
28,0.014,0.9779690502680287,0.008651467458810657,1.3445939111965206,1.0511690391423114,-1.0767674724385556
29,0.0145,0.9774306665318095,0.008690345283132046,1.3499544856882775,1.0518703094973236,-1.0699908971376555
30,0.015,0.9768956710832406,0.00871844537742436,1.353899059370891,1.0524204581774093,-1.0736320420754526
31,0.0155,0.9763588550622029,0.008761157528031617,1.3588550622028928,1.0530847375341401,-1.072317184181248
32,0.016,0.9758226964701123,0.008820509135490283,1.3624962071406899,1.0536072205927027,-1.0749468999696572
33,0.0165,0.9752852230201274,0.008862480243435129,1.367148781227875,1.0542930029331499,-1.0740366137352078
34,0.017,0.9747482047132598,0.008926753440406174,1.371295640740366,1.054794385556797,-1.0709011833721047
35,0.0175,0.9742127541215738,0.008966263114474713,1.375139071508041,1.0554087084049815,-1.0737331849903915
36,0.018,0.9736758875290786,0.009019951772410422,1.380398503084859,1.0561474309699648,-1.0733286133306361
37,0.0185,0.9731392232224133,0.009071934708859771,1.383938505107717,1.0566224385556826,-1.0737331849903915
38,0.019,0.972602356629918,0.009124793180963025,1.3887933650247801,1.057318722564988,-1.0764640436937392
39,0.0195,0.9720641246080712,0.009176260746084153,1.3934459391119651,1.0579446181854992,-1.0815211894406798
40,0.02,0.9715233640133508,0.009247214102186263,1.3991099423485385,1.0588359249519599,-1.0716091837766764
41,0.0205,0.9709875594214625,0.009272776334546507,1.4032568018610296,1.059326299180746,-1.079194902397087
42,0.021,0.9704479619702641,0.009309694838244467,1.408415090522909,1.0601422969556018,-1.0745423283099018
43,0.0215,0.969910690806109,0.009367581669008359,1.4131688075250328,1.060755474865989,-1.0752503287144735
44,0.022,0.9693730656417519,0.009426761885173619,1.418933953676545,1.0615554354202517,-1.0751491857995348
45,0.0225,0.968835491048852,0.009473081053933128,1.4226762415292808,1.061920900171946,-1.0825326185900677
46,0.023,0.968294224739557,0.009531020579161123,1.4270253868716496,1.0625138626479238,-1.0705977546272885
47,0.0235,0.9677589258622433,0.009553180902730673,1.4307676747243856,1.0630121270355033,-1.0773743299281886
48,0.024,0.9672202386972792,0.009605477948207408,1.4369373925356528,1.0638691402852265,-1.0764640436937392
49,0.0245,0.9666820066754324,0.009656564981909468,1.442702538687165,1.0647267573581498,-1.0744411853949631
50,0.025,0.9661447860827349,0.009716797556960956,1.445837969050268,1.0650247092141234,-1.0788914736522706
51,0.0255,0.9656053403459087,0.009785180141683667,1.4514008293719025,1.0658104905431423,-1.0726206129260645
52,0.026,0.9650690300394457,0.00985771963163279,1.4551431172246385,1.0661816911095428,-1.0750480428845959
53,0.0265,0.9645315060180035,0.00988630239199847,1.4593911196520684,1.066767884090225,-1.073429756245575
54,0.027,0.9639947911398807,0.009930612267227844,1.4626276929301103,1.06722960149692,-1.0747446141397796
55,0.0275,0.9634574188328108,0.010006993694463744,1.4675836957621118,1.0678814746637053,-1.078183473247699
56,0.028,0.9629183270961869,0.010040821104776115,1.47284312733893,1.06848994740569,-1.0740366137352078
57,0.0285,0.9623813087893193,0.010120757735334336,1.4782037018306868,1.0693705593203238,-1.079194902397087
58,0.029,0.9618417113381207,0.01015874951845035,1.482856275917872,1.0700297764741629,-1.0838474764842723
59,0.0295,0.9612997875998787,0.010216937302378938,1.4884191362395065,1.0708379943360036,-1.076160614948923
60,0.03,0.9607617072924042,0.01028786940057762,1.4921614240922423,1.0712861565692395,-1.0770709011833721
61,0.0305,0.9602231718418125,0.010341017767088487,1.4977242844138767,1.0723088024678953,-1.0817234752705573
62,0.031,0.9596823101041771,0.010405914036091417,1.5024780014160009,1.072911633458085,-1.0810154748659857
63,0.0315,0.9591418023667442,0.01046286903670989,1.5084454333973905,1.0737653292201965,-1.07980175988672
64,0.032,0.9586019014868009,0.010509069333784283,1.5146151512086579,1.0746791655709598,-1.0753514716294124
65,0.0325,0.9580642257509862,0.01054692356614396,1.5190654394659655,1.0753684252048232,-1.077172044098311
66,0.033,0.957525639728937,0.01057545268116519,1.5228077273187013,1.0758503347830575,-1.0754526145443513
67,0.0335,0.9569879134216648,0.010637666765600443,1.5278648730656417,1.076511744715291,-1.0793971882269646
68,0.034,0.9564482148275513,0.010685644986806438,1.533630019217154,1.077244711236987,-1.0779811874178213
69,0.0345,0.9559092242338425,0.0107411305247806,1.5374734499848286,1.0777846060483556,-1.0816223323556184
70,0.035,0.9553684130676646,0.01076085878442973,1.5426317386467079,1.0788008930919482,-1.0816223323556184
71,0.0355,0.9548276019014867,0.010861818032106384,1.5475877414787094,1.0796149489228364,-1.076059472033984
72,0.036,0.9542895721654698,0.010908861108357086,1.551431172246384,1.080010235663001,-1.0814200465257409
73,0.0365,0.9537488621422069,0.010965090462239459,1.5559826034186306,1.080571774046737,-1.0817234752705573
74,0.037,0.9532080004045717,0.011014766292879358,1.5630626074643472,1.0816285566906123,-1.0847577627187215
75,0.0375,0.9526656215232123,0.011087295389035717,1.5686254677859817,1.0826063275007678,-1.0805097602912916
76,0.038,0.9521253666430666,0.011150876513915137,1.5750986143420653,1.0834707717204495,-1.085668048953171
77,0.0385,0.9515825326185902,0.011199080283520743,1.5808637604935774,1.0842852129058445,-1.0817234752705573
78,0.039,0.9510416708809548,0.011270219803089275,1.5856174774957015,1.084856248609294,-1.077172044098311
