,meank,maxk,D,meanl
0,5.6542647431030115,11,115,42.97594392062256
1,5.679797979797979,11,129,48.747241166400045
2,5.7044881492687844,12,122,43.13848964623003
3,5.738824711200402,11,127,44.92175364372028
4,5.765323992994746,11,112,39.86676493856879
5,5.695685087055261,11,123,44.10765800209229
6,5.62783583991843,12,99,35.02937588732452
7,5.780109945027486,12,113,40.682189647490674
8,5.672994178688939,11,131,46.58733421117551
9,5.686096391622508,13,122,43.10718314015955
10,5.650761421319797,11,142,48.12380490294246
11,5.7044310171198385,12,118,42.70098179069148
12,5.6241405653170355,11,135,49.16543850903025
13,5.601325516186592,11,117,44.502368320927474
14,5.7082494969818915,11,114,41.31941333535806
15,5.734873211147376,12,115,40.824950918349245
16,5.7592778335005015,12,116,41.1001010304553
17,5.709319899244332,12,113,40.89898438337925
18,5.6185619581846,12,130,46.0243280048682
19,5.762907268170426,11,116,43.279830435954516
20,5.751693002257336,11,113,39.87004440296493
21,5.713637509452987,11,114,42.236624619067975
22,5.799501246882793,12,115,41.201734252545236
23,5.732663316582914,11,121,43.41912907083798
24,5.777888944472236,12,110,41.19989591993895
25,5.697703759777946,12,130,45.43136226144334
26,5.744104365278474,12,114,41.94465913004172
27,5.679878818480182,12,122,44.19428200204519
28,5.668776905545708,12,130,44.69109361173606
29,5.731388329979879,11,116,42.78001695708844
30,5.707096124811273,11,116,41.34862891199036
31,5.719245283018868,12,133,47.47153542048472
32,5.772272272272272,11,116,41.8849363756748
33,5.715580166121319,12,119,44.6255821964423
34,5.738693467336684,10,108,37.771165452798044
35,5.597756818761153,12,138,47.881753198328404
36,5.784053986503374,12,110,40.480958010497375
37,5.755511022044089,12,116,40.599135379252616
38,5.700604838709677,11,114,42.31251867727298
39,5.642313546423136,12,127,45.497988789747716
40,5.713997985901309,11,123,43.43983976985207
41,5.7222641509433965,12,113,43.39507085363036
42,5.66100836078034,12,137,47.37175276416574
43,5.703404791929382,11,120,42.404999980912706
44,5.6147582697201015,12,135,47.66067740562931
45,5.731223310725948,12,122,43.90391028238404
46,5.6722222222222225,11,124,43.57251971597766
47,5.705512207399949,11,115,40.65182225743811
48,5.669367088607595,12,133,48.52858284904686
49,5.765472312703583,12,122,44.27949075896959
50,5.70204184522309,12,124,44.90423655266895
51,5.693666414332577,11,129,45.14690047502752
52,5.753823013286538,11,121,42.724845003800574
53,5.656028368794326,12,137,46.667917664885465
54,5.680404551201011,12,120,43.62308788744391
55,5.6586477589263104,12,124,44.291174352426054
56,5.739152244795585,12,111,40.2376621410452
57,5.546037445498846,11,132,44.37889759000709
58,5.757271815446339,12,118,42.252468592132054
59,5.727730246602919,11,112,40.25114806777657
60,5.695761856710393,12,119,42.90928296632855
61,5.702491819783539,11,136,47.236135328370835
62,5.730218538055765,13,123,41.40243707863608
63,5.657388663967612,11,121,43.92269701618101
64,5.727432738244908,11,112,40.58996814682412
