,f,Sgcc,varSgcc,Nsec,meanS,chiDelta
0,0.0,0.9929891249999999,0.007411678875796497,1.647,1.0350535999999984,-1.077
1,0.000125,0.9928545000000001,0.007434387999586761,1.648,1.0350858099999987,-1.067
2,0.00025,0.992721125,0.007415204874239862,1.649,1.0351875299999989,-1.055
3,0.000375,0.99258925,0.007447775499895215,1.649,1.035158719999999,-1.061
4,0.0005,0.992456625,0.007457323874346912,1.65,1.035222489999999,-1.07
5,0.000625,0.9923228749999999,0.007477388875558972,1.65,1.0352543699999992,-1.065
6,0.00075,0.99218975,0.007486209499649703,1.654,1.035565629999999,-1.057
7,0.000875,0.992057625,0.007491559875197709,1.654,1.0355693699999986,-1.076
8,0.001,0.991923125,0.007484346874058247,1.656,1.0356191299999988,-1.066
9,0.001125,0.991789875,0.007515654874965549,1.66,1.035814459999999,-1.067
10,0.00125,0.9916565,0.00755831199977547,1.661,1.0358134799999992,-1.053
11,0.001375,0.991524875,0.007553674875758589,1.662,1.035813859999999,-1.044
12,0.0015,0.9913943749999999,0.007556621875613928,1.662,1.035789019999999,-1.053
13,0.001625,0.99126275,0.007533449500799179,1.663,1.0359029599999992,-1.066
14,0.00175,0.9911295,0.0075433379998430606,1.664,1.035922449999999,-1.061
15,0.001875,0.990996875,0.007565546873956918,1.664,1.0358895399999992,-1.051
16,0.002,0.9908655,0.007575778000056744,1.664,1.0358919999999994,-1.066
17,0.002125,0.99073225,0.007573479499667883,1.664,1.0359561599999991,-1.072
18,0.00225,0.99059825,0.007590275499969721,1.664,1.0359432899999985,-1.066
19,0.002375,0.990465,0.007604700000025332,1.666,1.036079579999999,-1.065
20,0.0025,0.990331875,0.0076137468758970496,1.666,1.0360405799999985,-1.064
21,0.002625,0.990198875,0.00762446487415582,1.666,1.0360772499999986,-1.051
22,0.00275,0.9900675,0.007644799999892712,1.666,1.0360472899999988,-1.076
23,0.002875,0.989933,0.007677587999962271,1.667,1.0360598899999987,-1.054
24,0.003,0.98980125,0.0076807375000789765,1.668,1.0360973599999985,-1.061
25,0.003125,0.989668625,0.00771539987437427,1.671,1.0362637899999985,-1.063
26,0.00325,0.98953575,0.007720275499857962,1.671,1.0362886699999982,-1.046
27,0.003375,0.989405,0.0077298000007867814,1.671,1.0363008299999983,-1.072
28,0.0035,0.989271,0.007724722000770271,1.671,1.0362836599999985,-1.061
29,0.003625,0.989138375,0.0077099438747391105,1.672,1.0363669699999984,-1.073
30,0.00375,0.9890042499999999,0.007701855500228703,1.677,1.0366218299999985,-1.07
31,0.003875,0.9888705,0.007699087999761105,1.677,1.0366040699999988,-1.062
32,0.004,0.98873775,0.007728799499571323,1.677,1.036650399999999,-1.053
33,0.004125,0.988606125,0.007735774874687195,1.677,1.036646399999999,-1.065
34,0.00425,0.9884729999999999,0.007734668000601232,1.677,1.036727039999999,-1.062
35,0.004375,0.9883402499999999,0.007746589500457048,1.679,1.0368382399999991,-1.061
36,0.0045,0.988207625,0.007769259874708951,1.679,1.0368335399999997,-1.063
37,0.004625,0.98807475,0.0077532995007932185,1.68,1.0368216599999998,-1.062
38,0.00475,0.987942,0.007766587999649346,1.681,1.0369098699999997,-1.068
39,0.004875,0.9878085,0.007806872000917792,1.681,1.0369693999999998,-1.07
40,0.005,0.98767475,0.007832949499599635,1.682,1.0371507499999995,-1.066
41,0.005125,0.9875415000000001,0.007802721999585628,1.683,1.03722012,-1.052
42,0.00525,0.98741,0.007798200000077486,1.683,1.03718862,-1.063
43,0.005375,0.987277125,0.007790988875553012,1.684,1.0372822299999997,-1.059
44,0.0055,0.98714475,0.007816879499703645,1.684,1.0373032199999996,-1.064
45,0.005625,0.98701175,0.007824895500205457,1.686,1.0373180599999998,-1.066
46,0.00575,0.9868785,0.007839401999488472,1.687,1.0373724399999995,-1.051
47,0.005875,0.986747125,0.007846058875322342,1.689,1.0374783399999996,-1.074
48,0.006,0.9866128750000001,0.00787044887430966,1.691,1.0375684699999992,-1.065
49,0.006125,0.98647975,0.007880219500511884,1.692,1.0376055499999988,-1.054
50,0.00625,0.986348,0.0078769180001691,1.695,1.0376792599999989,-1.048
51,0.006375,0.986217,0.007898288000375033,1.696,1.037743429999999,-1.072
52,0.0065,0.9860829999999999,0.007915888000279665,1.696,1.0377986499999994,-1.069
53,0.006625,0.985949375,0.007934371873736381,1.696,1.0377865499999994,-1.049
54,0.00675,0.98581825,0.00793398549873382,1.696,1.0377530699999997,-1.051
55,0.006875,0.985686875,0.007947746874764561,1.696,1.03774975,-1.047
56,0.007,0.985556,0.007960911999456585,1.696,1.0377833499999998,-1.056
57,0.007125,0.985424,0.007972292000427842,1.697,1.0378510699999997,-1.057
58,0.00725,0.985291875,0.007957846875302493,1.699,1.03795959,-1.062
59,0.007375,0.985159125,0.007965808874927462,1.7,1.0379549399999997,-1.077
60,0.0075,0.9850245,0.007986697999760508,1.703,1.0380863899999992,-1.062
61,0.007625,0.98489175,0.007981505500152707,1.705,1.0381864199999995,-1.058
62,0.00775,0.9847595,0.008018778000026941,1.705,1.0382335799999993,-1.055
63,0.007875,0.984627625,0.00804281987529248,1.706,1.0382990999999993,-1.061
64,0.008,0.984495,0.008056300000287592,1.709,1.0385162399999992,-1.064
65,0.008125,0.984362,0.008086898000910878,1.711,1.038626469999999,-1.05
66,0.00825,0.9842307499999999,0.008097535501234234,1.712,1.038683279999999,-1.059
67,0.008375,0.9840983750000001,0.008133953873999417,1.713,1.038770749999999,-1.059
68,0.0085,0.983966,0.008164751999080181,1.714,1.0388934099999987,-1.056
69,0.008625,0.983834,0.008165052001364529,1.715,1.038932369999999,-1.068
70,0.00875,0.9837005000000001,0.008195647998712956,1.715,1.038969619999999,-1.075
71,0.008875,0.9835661250000001,0.008211894873529673,1.715,1.0389541799999993,-1.064
72,0.009,0.983433125,0.008210096875205635,1.718,1.0390118199999991,-1.065
73,0.009125,0.9833,0.008204500000923872,1.718,1.0390302099999988,-1.078
74,0.00925,0.98316525,0.008224039499647916,1.718,1.0390208299999992,-1.065
75,0.009375,0.9830321249999999,0.008249368875287473,1.718,1.039009239999999,-1.064
76,0.0095,0.982899125,0.008255218874663114,1.721,1.0391717499999993,-1.057
77,0.009625,0.9827670000000001,0.00825268799904734,1.723,1.0392995999999999,-1.051
78,0.00975,0.982635625,0.008260471874848008,1.723,1.03929826,-1.067
79,0.009875,0.98250225,0.008253209500573575,1.724,1.03937352,-1.058
80,0.01,0.98237,0.008281299999915063,1.724,1.03938221,-1.057
81,0.010125,0.982237875,0.008301448874175549,1.727,1.0395139599999996,-1.059
82,0.01025,0.9821055,0.008295207999646663,1.727,1.0395540999999997,-1.062
83,0.010375,0.9819727500000001,0.008333559500053525,1.729,1.03971801,-1.074
84,0.0105,0.9818385,0.008342342000454665,1.731,1.0397374199999998,-1.063
85,0.010625,0.981705625,0.008362371874041855,1.732,1.0397375199999994,-1.057
86,0.01075,0.9815735,0.008369781999848783,1.733,1.0397352899999994,-1.068
87,0.010875,0.9814400000000001,0.008360699999146164,1.734,1.0398135199999996,-1.064
88,0.011,0.981307,0.0083197579998523,1.734,1.0398124400000002,-1.047
89,0.011125,0.981176125,0.00831371487583965,1.735,1.03982287,-1.059
90,0.01125,0.98104375,0.008299187499098479,1.735,1.03981639,-1.079
91,0.011375,0.980908875,0.008275444876402617,1.738,1.0399252900000002,-1.061
92,0.0115,0.98077625,0.008311237500049173,1.738,1.03988837,-1.054
93,0.011625,0.9806445,0.008326958000659943,1.741,1.0399493400000004,-1.047
94,0.01175,0.980513625,0.008351139874197543,1.742,1.0399602100000005,-1.058
95,0.011875,0.980381375,0.008337799874134362,1.742,1.0399943700000003,-1.06
96,0.012,0.980248875,0.00833586487546563,1.743,1.03998988,-1.057
97,0.012125,0.98011675,0.008351705499924719,1.743,1.0399878400000004,-1.075
98,0.01225,0.9799823750000001,0.008370639873668552,1.744,1.0401141900000006,-1.073
99,0.012375,0.97984825,0.00838877550046891,1.746,1.0402474600000007,-1.053
100,0.0125,0.979716625,0.008423963874578475,1.748,1.0402957500000007,-1.065
101,0.012625,0.9795834999999999,0.00842147200088948,1.749,1.040292610000001,-1.068
102,0.01275,0.97945,0.008438999999314547,1.751,1.0404584900000007,-1.06
103,0.012875,0.9793175,0.00844979999959469,1.755,1.0406459200000004,-1.065
104,0.013,0.979184375,0.008458671874366702,1.756,1.0407155300000006,-1.076
105,0.013125,0.9790498750000001,0.00845047487411648,1.758,1.0407666300000002,-1.046
106,0.01325,0.978919125,0.008448798875324428,1.758,1.0407730100000003,-1.066
107,0.013375,0.978785875,0.008508078875020147,1.758,1.0407877299999997,-1.059
108,0.0135,0.9786535,0.008512752000242471,1.759,1.0408336000000002,-1.06
109,0.013625,0.978521,0.008513222000561654,1.761,1.0409143099999998,-1.049
110,0.01375,0.978389875,0.008495104875415563,1.761,1.04097506,-1.082
111,0.013875,0.978254625,0.008504703874699772,1.763,1.04104915,-1.067
112,0.014,0.97812125,0.008494637499563395,1.763,1.0410664099999996,-1.081
113,0.014125,0.977986125,0.008474834875203669,1.764,1.0411336599999996,-1.068
114,0.01425,0.977852625,0.008472869875840843,1.766,1.0412585399999998,-1.076
115,0.014375,0.977718125,0.008494496875442565,1.768,1.0414026899999997,-1.065
116,0.0145,0.977585,0.008472449999302625,1.77,1.0414820599999994,-1.05
117,0.014625,0.97745375,0.008458137499168515,1.771,1.0416139699999993,-1.065
118,0.01475,0.9773206249999999,0.008455721875652671,1.771,1.0416655299999993,-1.057
119,0.014875,0.9771885,0.008483992000110447,1.771,1.0416308399999992,-1.053
120,0.015,0.9770568749999999,0.00846124687511474,1.771,1.041664859999999,-1.05
121,0.015125,0.976925625,0.008481121875345707,1.773,1.041735979999999,-1.086
122,0.01525,0.976789875,0.008508904874324798,1.774,1.0417164599999986,-1.079
123,0.015375,0.9766549999999999,0.008532550000585616,1.774,1.0417290599999987,-1.062
124,0.0155,0.97652225,0.008534039500169456,1.774,1.0417228699999987,-1.071
125,0.015625,0.976388375,0.008562693875283002,1.777,1.0418346199999988,-1.055
126,0.01575,0.9762565,0.008546662000007928,1.778,1.0418762199999985,-1.069
127,0.015875,0.9761228750000001,0.00857708887476474,1.779,1.0419358799999985,-1.082
