,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0.0,0.999,-1.0,0.001,1.0,0.0
2,0.0,0.998,-1.0,0.002,1.0,0.0
3,0.0,0.997,-1.0,0.003,1.0,0.0
4,0.0,0.996,-1.0,0.004,1.0,0.0
5,0.0,0.995,-1.0,0.005,1.0,0.0
6,0.0,0.994,-1.0,0.006,1.0,0.0
7,0.0,0.993,-1.0,0.007,1.0,0.0
8,0.0,0.992,-1.0,0.008,1.0,0.0
9,0.0,0.991,-1.0,0.009,1.0,0.0
10,0.0,0.99,-1.0,0.01,1.0,0.0
11,0.0,0.989,-1.0,0.011,1.0,0.0
12,0.0,0.988,-1.0,0.012,1.0,0.0
13,0.0,0.987,-1.0,0.013,1.0,0.0
14,0.0,0.986,-1.0,0.014,1.0,0.0
15,0.0,0.985,-1.0,0.015,1.0,0.0
16,0.0,0.984,-1.0,0.016,1.0,0.0
17,0.0,0.983,-1.0,0.017,1.0,0.0
18,0.0,0.982,-1.0,0.018,1.0,0.0
19,0.0,0.981,-1.0,0.019,1.0,0.0
20,0.0,0.98,-1.0,0.02,1.0,0.0
21,0.0,0.979,-1.0,0.021,1.0,0.0
22,0.0,0.978,-1.0,0.022,1.0,0.0
23,0.0,0.977,-1.0,0.023,1.0,0.0
24,0.0,0.976,-1.0,0.024,1.0,0.0
25,0.0,0.975,-1.0,0.025,1.0,0.0
26,0.0,0.974,-1.0,0.026,1.0,0.0
27,0.0,0.973,-1.0,0.027,1.0,0.0
28,0.0,0.972,-1.001,0.028,1.0,0.0
29,0.001,0.9709990000000001,-1.0,0.029,1.0,9.98999923467636e-07
30,0.001,0.9699990000000001,-1.0,0.03,1.0,9.98999923467636e-07
31,0.001,0.968999,-1.0,0.031,1.0,9.98999923467636e-07
32,0.001,0.967999,-1.0,0.032,1.0,9.98999923467636e-07
33,0.001,0.966999,-1.0,0.033,1.0,9.990000398829579e-07
34,0.001,0.965999,-1.0,0.034,1.0,9.98999923467636e-07
35,0.001,0.964999,-1.0,0.035,1.0,9.98999923467636e-07
36,0.001,0.963999,-1.0,0.036,1.0,9.98999923467636e-07
37,0.001,0.962999,-1.0,0.037,1.0,9.98999923467636e-07
38,0.001,0.961999,-1.0,0.038,1.0,9.990000398829579e-07
39,0.001,0.960999,-1.0,0.039,1.0,9.98999923467636e-07
40,0.001,0.959999,-1.0,0.04,1.0,9.98999923467636e-07
41,0.001,0.958999,-1.0,0.041,1.0,9.98999923467636e-07
42,0.001,0.957999,-1.0,0.042,1.0,9.98999923467636e-07
43,0.001,0.956999,-1.0,0.043,1.0,9.990000398829579e-07
44,0.001,0.955999,-1.0,0.044,1.0,9.990000398829579e-07
45,0.001,0.954999,-1.0,0.045,1.0,9.98999923467636e-07
46,0.001,0.953999,-1.001,0.046,1.0,9.98999923467636e-07
47,0.002,0.952998,-1.0,0.047,1.0,1.9959998317062857e-06
48,0.002,0.951998,-1.0,0.048,1.0,1.995999948121607e-06
49,0.002,0.950998,-1.0,0.049,1.0,1.9959998317062857e-06
50,0.002,0.949998,-1.0,0.05,1.0,1.995999948121607e-06
51,0.002,0.948998,-1.0,0.051,1.0,1.995999948121607e-06
52,0.002,0.947998,-1.0,0.052,1.0,1.9959998317062857e-06
53,0.002,0.946998,-1.0,0.053,1.0,1.995999948121607e-06
54,0.002,0.945998,-1.0,0.054,1.0,1.995999948121607e-06
55,0.002,0.944998,-1.0,0.055,1.0,1.9959998317062857e-06
56,0.002,0.943998,-1.001,0.056,1.0,1.995999948121607e-06
57,0.003,0.942997,-1.0,0.057,1.0,2.9910000739619135e-06
58,0.003,0.941997,-1.0,0.058,1.0,2.9910000739619135e-06
59,0.003,0.940997,-1.0,0.059,1.0,2.9910000739619135e-06
60,0.003,0.939997,-1.0,0.06,1.0,2.9910000739619135e-06
61,0.003,0.938997,-1.0,0.061,1.0,2.9910000739619135e-06
62,0.003,0.937997,-1.001,0.062,1.0,2.9910000739619135e-06
63,0.004,0.9369959999999999,-1.0,0.063,1.0,3.984000068157912e-06
64,0.004,0.9359959999999999,-1.0,0.064,1.0,3.983999951742589e-06
65,0.004,0.9349959999999999,-1.0,0.065,1.0,3.984000068157912e-06
66,0.004,0.9339959999999999,-1.0,0.066,1.0,3.984000068157912e-06
67,0.004,0.9329959999999999,-1.0,0.067,1.0,3.984000068157912e-06
68,0.004,0.9319959999999999,-1.001,0.068,1.0,3.983999951742589e-06
69,0.005,0.930995,-1.001,0.069,1.0,4.9749999307096e-06
70,0.006,0.929994,-1.0,0.07,1.0,5.964000010862947e-06
71,0.006,0.928994,-1.001,0.071,1.0,5.964000010862947e-06
72,0.007,0.9279930000000001,-1.0,0.072,1.0,6.950999959371984e-06
73,0.007,0.9269930000000001,-1.0,0.073,1.0,6.950999842956662e-06
74,0.007,0.9259930000000001,-1.0,0.074,1.0,6.950999842956662e-06
75,0.007,0.9249930000000001,-1.001,0.075,1.0,6.950999959371984e-06
76,0.008,0.9239919999999999,-1.001,0.076,1.0,7.936000125482678e-06
77,0.009,0.922991,-1.003,0.077,1.0,8.919000043533742e-06
78,0.012,0.921988,-1.0,0.078,1.0,1.3855999917723239e-05
79,0.012,0.920988,-1.0,0.079,1.0,1.3855999917723239e-05
80,0.012,0.919988,-1.001,0.08,1.0,1.3855999917723239e-05
81,0.013,0.918987,-1.0,0.081,1.0,1.483100012410432e-05
82,0.013,0.917987,-1.0,0.082,1.0,1.4831000007689e-05
83,0.013,0.916987,-1.0,0.083,1.0,1.4831000007689e-05
84,0.013,0.915987,-1.0,0.084,1.0,1.483100012410432e-05
85,0.013,0.914987,-1.0,0.085,1.0,1.4831000007689e-05
86,0.013,0.913987,-1.001,0.086,1.0,1.483100012410432e-05
87,0.014,0.912986,-1.0,0.087,1.0,1.5804000082425772e-05
88,0.014,0.911986,-1.0,0.088,1.0,1.580399996601045e-05
89,0.014,0.910986,-1.001,0.089,1.0,1.5804000082425772e-05
