,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0.0,0.999,-1.0,0.001,1.0,0.0
2,0.0,0.998,-1.0,0.002,1.0,0.0
3,0.0,0.997,-1.0,0.003,1.0,0.0
4,0.0,0.996,-1.0,0.004,1.0,0.0
5,0.0,0.995,-1.0,0.005,1.0,0.0
6,0.0,0.994,-1.03,0.006,1.0,0.0
7,0.03,0.99297,-1.0,0.007,1.01,4.909999994561076e-05
8,0.03,0.99197,-1.0,0.008,1.01,4.909999994561076e-05
9,0.03,0.99097,-1.0,0.009,1.01,4.909999994561076e-05
10,0.03,0.98997,-1.0,0.01,1.01,4.909999994561076e-05
11,0.03,0.98897,-1.03,0.011,1.01,4.909999994561076e-05
12,0.06,0.98794,-1.07,0.012,1.02,9.639999992214143e-05
13,0.13,0.98687,-1.0,0.013,1.06,0.00035309999994933606
14,0.13,0.98587,-1.01,0.014,1.06,0.00035309999994933606
15,0.14,0.9848600000000001,-1.0,0.015,1.06,0.0003603999998886138
16,0.14,0.9838600000000001,-1.03,0.016,1.06,0.00036040000000502916
17,0.17,0.9828300000000001,-0.99,0.017,1.07,0.0004010999999009073
18,0.16,0.98184,-1.03,0.018,1.07,0.000394399999990128
19,0.18,0.98081,-1.0,0.019,1.0633333,0.0005139000001363457
20,0.18,0.97981,-1.01,0.02,1.0633333,0.0005139000001363457
21,0.19,0.9788,-1.03,0.021,1.0733333,0.0005400000000372529
22,0.22,0.97777,-1.0,0.022,1.0833333,0.0005770999999949708
23,0.22,0.97677,-1.07,0.023,1.0833333,0.0005770999999949708
24,0.29,0.9757,-1.05,0.024,1.1133333,0.0007099999998463318
25,0.34,0.97465,-1.04,0.025,1.1133333,0.0010075000000651926
26,0.38,0.97361,-1.0,0.026,1.1133333,0.001037899999995716
27,0.37,0.97261,-1.0,0.027,1.11,0.0010779000000329688
28,0.37,0.97161,-1.01,0.028,1.11,0.0010579000000143423
29,0.38,0.9706,-1.04,0.029,1.11,0.0010600000000558793
30,0.42,0.96956,-1.0,0.03,1.11,0.00110640000004787
31,0.42,0.96856,-1.03,0.031,1.11,0.00110640000004787
32,0.45,0.96753,-1.0,0.032,1.13,0.001149100000038743
33,0.45,0.96653,-1.0,0.033,1.12,0.0011091000000014901
34,0.45,0.96553,-1.01,0.034,1.11,0.001089100000099279
35,0.46,0.9645199999999999,-1.0,0.035,1.11,0.0010896000000648201
36,0.46,0.9635199999999999,-0.99,0.036,1.11,0.0010896000000648201
37,0.45,0.96253,-1.0,0.037,1.11,0.0010890999999828637
38,0.45,0.96153,-1.02,0.038,1.11,0.001089100000099279
39,0.47,0.96051,-1.04,0.039,1.11,0.0011098999999230729
40,0.48,0.95947,-1.04,0.04,1.1066667,0.00124910000001546
41,0.51,0.95843,-1.02,0.041,1.125,0.0013651000001700594
42,0.53,0.95741,-1.01,0.042,1.125,0.001361900000134483
43,0.54,0.9564,-1.05,0.043,1.125,0.0013599999999860302
44,0.58,0.95535,-1.0,0.044,1.1316667,0.0015274999999674037
45,0.58,0.95435,-1.0,0.045,1.1316667,0.0015274999999674037
46,0.58,0.95335,-0.99,0.046,1.1316667,0.0015274999999674037
47,0.57,0.95236,-1.01,0.047,1.1316667,0.0014703999999910592
48,0.58,0.95135,-1.01,0.048,1.1316667,0.0014675000000279397
49,0.58,0.9503400000000001,-0.99,0.049,1.1383334,0.001504399999976158
50,0.58,0.94935,-1.07,0.05,1.1316667,0.0014475000000093133
51,0.65,0.94828,-1.0,0.051,1.1416667,0.0015616000000154599
52,0.65,0.94728,-1.04,0.052,1.1416667,0.0015616000000154599
53,0.69,0.94624,-0.99,0.053,1.1616667,0.0016023999999742954
54,0.68,0.94525,-0.99,0.054,1.1616667,0.0016075000000419096
55,0.67,0.94426,-1.0,0.055,1.1616667,0.001612400000100024
56,0.67,0.94326,-1.17,0.056,1.1616667,0.001612400000100024
57,0.83,0.94209,-1.12,0.057,1.3028427,0.004221900000004098
58,0.91,0.94097,-1.0,0.058,1.3742712,0.004869100000010803
59,0.91,0.93997,-1.01,0.059,1.3742712,0.004869099999894388
60,0.91,0.93896,-0.99,0.06,1.3892712,0.004918399999965913
61,0.9,0.9379700000000001,-1.0,0.061,1.3792712,0.004909099999931641
62,0.9,0.9369700000000001,-1.0,0.062,1.3792712,0.004909099999931641
63,0.9,0.9359700000000001,-1.06,0.063,1.3364141,0.004809099999954924
64,0.95,0.93491,-1.01,0.064,1.3514141000000002,0.004921900000073947
65,0.96,0.9339,-1.01,0.065,1.3514141000000002,0.004910000000032597
66,0.96,0.93289,-1.0,0.066,1.3514141000000002,0.004917900000116788
67,0.96,0.93189,-1.03,0.067,1.3514141000000002,0.004837900000042282
68,0.98,0.93086,-1.01,0.068,1.3664141,0.004860399999888614
69,0.97,0.9298500000000001,-1.01,0.069,1.3897474,0.0050274999999674035
70,0.99,0.92884,-1.0,0.07,1.3945092999999997,0.0049144000000087545
71,0.99,0.92784,-0.98,0.071,1.3945092999999997,0.004914399999892339
72,0.97,0.92686,-1.35,0.072,1.3778426,0.004860399999888614
73,1.31,0.9255099999999999,-1.04,0.073,1.4992715999999995,0.00832990000001155
74,1.35,0.92447,-0.99,0.074,1.5192715999999995,0.008309099999954925
75,1.34,0.92348,-1.04,0.075,1.5192715999999995,0.008329599999939092
76,1.37,0.92244,-1.0,0.076,1.5359382999999998,0.008326399999903516
77,1.37,0.92144,-1.21,0.077,1.5359382999999998,0.008326399999903516
78,1.42,0.92023,-1.03,0.078,1.7045093,0.01765709999995306
79,1.44,0.9192,-1.0,0.079,1.7145093,0.017619999999878927
80,1.44,0.9182,-1.0,0.08,1.7145093,0.017619999999878927
81,1.44,0.9172,-1.15,0.081,1.7145093,0.017619999999878927
82,1.57,0.9160499999999999,-4.16,0.082,1.7953426,0.01802750000008382
83,4.65,0.91189,-1.01,0.083,4.7993349,0.9944379000001354
84,4.63,0.91088,-1.38,0.084,4.7761268999999995,0.9875855999999913
