,meank,maxk,D,meanl
0,5.806728971962617,12,224,81.71838384356009
1,5.8395828159920535,12,213,79.96475924006407
2,5.812223537474301,12,260,92.8635427922407
3,5.813305121662829,12,221,80.40308717820443
4,5.850124069478908,13,233,80.38642058437271
5,5.758339603712064,12,247,89.2813011746381
6,5.791726461596057,12,247,84.0689715457468
7,5.7750109491334545,12,261,95.57182596704217
8,5.795492852237968,11,256,91.87765760367081
9,5.785107446276862,12,219,81.09919306293003
10,5.758361518226231,12,272,94.7075086155324
11,5.81525054466231,12,237,84.34213150510315
12,5.763115061975711,12,223,82.18919868620478
13,5.767843726521413,13,242,86.62536267564725
14,5.787539836280698,12,244,85.50581656109458
15,5.842229394240317,12,221,79.11493884870336
16,5.774514092869196,13,281,98.0286020639335
17,5.8091679123069255,12,237,86.70880399604188
18,5.813305121662829,12,226,81.16415732390561
19,5.777888881944879,12,254,88.76611725048434
20,5.747006832570676,13,223,81.66599407229398
21,5.748918291841726,12,264,92.70045973574938
22,5.765435190983093,12,259,93.5803912190075
23,5.787356321839081,12,231,82.6226389366696
24,5.727444318610797,11,191,68.88465620483188
25,5.810947132449094,13,219,78.42726161782103
26,5.810650887573964,12,254,83.91424449334943
27,5.71881686595343,11,279,96.55269117038789
28,5.7915236252418705,12,247,85.83349936853323
29,5.797405189620759,12,239,84.68176847291008
30,5.738737608231899,12,242,90.18749817178008
31,5.829715778344425,12,236,81.86517985533256
32,5.816665629472898,12,232,84.63356321389276
33,5.749152967750032,13,265,94.81534640652337
34,5.728506787330317,13,246,88.56916743951398
35,5.795582178959191,12,235,86.1202427879968
36,5.828070611636002,12,222,79.87761749984706
37,5.784121431694672,13,267,90.83232058154195
38,5.7657217946311246,12,222,84.20003106003773
39,5.7836520434945635,12,254,90.98881667508579
40,5.834969553871008,12,230,85.54349086768254
41,5.8296973087202435,12,220,80.88237335125453
42,5.77565065065065,12,269,91.72458337866115
43,5.844052644648622,12,218,79.69491325000958
44,5.81648406374502,12,217,78.39138678895821
45,5.71714501510574,12,266,93.13694547075326
46,5.823836775317243,12,240,90.1518630285305
47,5.826335759159047,13,220,82.35167109832823
48,5.7393433360537385,12,260,92.28407278260364
49,5.821564113731102,13,229,80.38076668740435
50,5.779707609646382,12,236,82.41460935279542
51,5.788323446768654,12,238,81.56810834541007
52,5.80410250015587,12,243,85.2315143951595
53,5.830609581805754,12,219,79.03561881852559
54,5.795345354713921,13,238,82.58677833614281
55,5.788448329690914,14,223,82.86250036993466
56,5.800785389266347,12,242,88.27114021728616
57,5.822299651567945,13,230,80.09919217667716
58,5.838112973308504,12,214,76.79641483362933
59,5.8057598803141754,13,226,81.94811069667266
60,5.818827045199851,11,223,79.62314441817516
61,5.766332916145181,13,242,87.59282669266867
62,5.766568621315477,12,266,96.04208036660584
63,5.810662680617837,12,233,84.172449401247
64,5.771063989491462,13,227,82.7008443171537
65,5.805816777729339,12,227,81.93455742604068
66,5.82659534768006,12,229,81.14232338751832
67,5.781997626335187,13,236,83.57278766607077
68,5.768128636676469,12,233,81.59628375171145
69,5.747067310708236,13,226,84.92230985542123
70,5.778333125078095,12,238,85.76030083688939
71,5.76976976976977,12,269,89.62724580145434
72,5.780125,12,277,93.65184489655603
73,5.793322932917317,12,232,82.06147289206595
74,5.785714285714286,13,236,83.735274536578
75,5.824897400820793,12,232,82.62205932640117
76,5.800261829063026,13,224,82.35267288110377
77,5.748761988340751,13,224,79.00917036038851
78,5.758342202466663,13,232,82.70870982367268
79,5.818136553183544,12,233,82.70580917572609
80,5.803241895261845,11,225,77.9388689377536
81,5.800661136406163,12,241,83.08124074155687
82,5.854281639486575,13,231,82.39606072815876
83,5.80107258667997,13,239,86.44812851315285
84,5.830546403928638,11,223,80.9544224363574
85,5.878540507111936,13,217,78.42630727933114
86,5.786771594528761,12,260,89.32374398597217
87,5.787141073657928,12,242,84.94626771626297
88,5.783648741490225,12,228,81.75871292577546
89,5.737826305220883,12,273,92.15483546202381
90,5.791372744865472,13,231,80.75380856066235
91,5.777291757795413,13,243,86.94332334559536
92,5.812566162276605,13,217,79.77099862348182
93,5.7651036123458335,13,235,83.68443763940556
94,5.757537767191124,13,255,95.11028317825036
95,5.795044623353928,12,263,96.07842546866902
96,5.859505668091433,12,213,77.3395232178444
97,5.809067131647777,12,229,82.13204480864049
98,5.765493927632403,12,240,87.39661226936785
99,5.80501497005988,12,248,88.7912783144957
100,5.751801039904779,12,237,84.20181937300613
101,5.8154209969506505,13,222,79.50000026336511
102,5.755935601077492,13,210,76.19529251953398
103,5.751851386971256,13,180,63.8534550918029
104,5.832370301335819,12,233,85.69555017580197
105,5.72333605681604,12,245,84.40151445021354
106,5.795207787345563,12,227,83.5314225537947
107,5.788198563846394,12,249,90.92048113847932
108,5.804525338153712,12,225,80.22792017553685
