,meank,maxk,D,meanl
0,5.765560425798372,13,182,63.36352209741963
1,5.803388985796163,12,158,57.721473000909036
2,5.803716174086545,12,154,56.1155164317124
3,5.775915968488183,13,186,64.00309695925867
4,5.685912823752369,12,172,65.0041490506708
5,5.73457333165766,12,175,62.310223794019045
6,5.787319021467798,12,165,59.54008685511241
7,5.745490981963928,11,155,57.33545391547218
8,5.707734945830184,12,193,67.70028410619494
9,5.737840894809602,12,180,62.074130129941146
10,5.733115331404854,13,181,62.18090973881692
11,5.798877105427324,13,161,56.772455159179486
12,5.747429144720341,11,172,62.18611022006143
13,5.75062656641604,13,157,56.78118695661324
14,5.684210526315789,12,138,47.18199567179041
15,5.768123200200326,12,162,57.651629364785144
16,5.737185929648241,14,163,59.0338203771717
17,5.767691922980745,12,158,57.03773645674767
18,5.7362471740768655,12,171,60.18341701653385
19,5.801147704590818,12,161,57.35377769103091
20,5.741271037427782,12,170,63.02688227566054
21,5.764558547276143,13,175,62.89650738546599
22,5.69345275640217,12,179,63.709794309358536
23,5.81053155732603,12,157,56.85217290925927
24,5.774637318659329,12,170,59.38727575169699
25,5.705793450881612,12,187,63.66516520966069
26,5.780304923769058,12,167,59.1507156331777
27,5.81519302615193,12,160,58.447401054117805
28,5.743699059561129,11,160,57.327349088298725
29,5.735009428032684,12,177,59.731408300430175
30,5.776888444222111,12,169,60.3853899432518
31,5.787712287712288,11,156,55.40618981992156
32,5.771385692846423,12,169,60.10984144354854
33,5.704637096774194,13,167,58.702130465272276
34,5.763629527509713,12,195,69.10775616150329
35,5.763174364751533,12,171,61.89514582300287
36,5.746238716148445,11,172,62.18614662168323
37,5.7245102963335,12,168,59.78018901835858
38,5.744259003639102,12,171,61.06447697553925
39,5.730130784708249,13,183,61.2341014075903
40,5.756543519098309,12,164,60.382045148531255
41,5.669701568032372,12,195,68.36289509068465
42,5.767622386377864,13,164,58.78046249773964
43,5.712271869100063,12,183,67.79329881226484
44,5.760551033187226,12,160,58.59820862764979
45,5.777583624563155,12,156,57.447313426315404
46,5.7403217697335345,11,171,59.80659067991489
47,5.774637318659329,13,178,63.206909865189004
48,5.703451751070799,12,173,63.810237162121346
49,5.7353421217828,12,183,67.23429992404616
50,5.749435665914222,12,177,62.617580414913625
51,5.723452440865627,11,164,58.85841054814011
52,5.836623215394165,12,153,54.778925554801795
53,5.760891337005508,12,162,57.60556917760515
54,5.754073702682376,12,157,56.826677839425095
55,5.734253450439147,12,182,66.57341574384932
56,5.7697409585784,12,159,56.91823360730133
57,5.781472684085511,12,166,60.76782966212862
58,5.751002004008016,11,165,58.43690261645676
59,5.8159402241594025,12,153,54.54105747115027
60,5.738977515387514,12,167,59.84791111063419
61,5.788382261086821,12,164,53.84869542118385
62,5.779027621547306,11,166,59.05005324334458
63,5.747305088994736,11,161,57.790707038061576
