,meank,maxk,D,meanl
0,5.383333333333334,10,43,16.765144398051497
1,5.408333333333333,10,41,15.61232602644398
2,5.298319327731092,9,49,16.792746572313135
3,5.480412371134021,12,46,17.31757689358439
4,5.322175732217573,9,44,15.90144119014412
5,5.56734693877551,10,39,15.231100538374859
6,5.475206611570248,10,44,15.7695275738754
7,5.6016260162601625,10,41,15.309936582054211
8,5.5010309278350515,10,41,15.540299906279287
9,5.3584905660377355,10,51,19.00057255606645
10,5.392931392931393,10,45,15.078672903672903
11,5.282700421940929,10,44,16.558389309640415
12,5.504098360655738,10,41,15.93881913353755
13,5.306553911205074,10,34,12.236443007764116
14,5.08779443254818,9,33,13.216578127057996
15,5.554192229038855,11,37,14.628398538335178
16,5.455670103092784,11,39,14.018036977081026
17,5.469979296066253,11,39,14.816714345850192
18,5.478439425051334,10,42,15.885120118978207
19,5.450413223140496,11,40,16.214935920469518
20,5.409563409563409,10,45,16.324956687456687
21,5.476482617586912,10,39,14.267566797411915
22,5.388773388773389,10,46,17.39564275814276
23,5.229787234042553,10,43,16.730535770993058
24,5.30398322851153,9,44,16.26962105596956
25,5.369294605809128,10,48,18.12386021514652
26,5.440993788819876,11,45,16.202443235999073
27,5.409563409563409,10,50,18.260507623007623
28,5.432712215320911,9,42,14.931324794034518
29,5.35,11,43,15.711656228253306
30,5.560081466395112,10,33,13.580265181428986
31,5.46583850931677,11,41,16.20893791397129
32,5.3319415448851775,11,43,15.35156052095981
33,5.517525773195876,10,46,16.681085456249466
34,5.26890756302521,11,49,17.22796992481203
35,5.2441613588110405,10,50,17.61768080589059
36,5.395833333333333,10,42,16.273912665274878
37,5.408333333333333,10,43,15.556941544885177
38,5.1684434968017055,10,33,12.680946749245278
39,5.426195426195426,10,41,15.558896396396396
40,5.481481481481482,10,42,16.045700224852574
41,5.4824016563147,10,41,15.292939185416184
42,5.310924369747899,9,44,16.844891640866873
43,5.241525423728813,9,48,16.926049875850158
44,5.571428571428571,10,43,16.741271232419347
45,5.225263157894737,11,51,17.06350500318018
46,5.45979381443299,11,43,16.987134702223738
47,5.409563409563409,10,45,16.44029799029799
48,5.403726708074534,10,44,15.092222709036708
49,5.309623430962343,9,44,16.254300325430034
50,5.397938144329897,11,44,16.323515378716877
51,5.367983367983368,10,47,16.36699584199584
52,5.493827160493828,9,41,15.463382970599465
53,5.4526748971193415,10,40,14.587433710915956
54,5.3375,10,44,16.201791927627
55,5.3625,10,45,16.40966423103688
56,5.494866529774128,10,40,15.338318925816074
57,5.443298969072165,10,45,17.126412200732727
58,5.5010224948875255,10,38,15.41736229843441
59,5.370833333333334,10,46,16.053253305497563
60,5.507186858316222,9,41,15.409055187973737
61,5.3164556962025316,10,36,13.076882242310258
62,5.29535864978903,11,47,18.09250586524652
63,5.402489626556017,12,46,16.808533397745016
64,5.43801652892562,10,45,15.944869359889124
65,5.361169102296451,10,43,16.135245149850192
66,5.2719665271966525,10,43,16.62254502074507
67,5.449275362318841,11,43,15.574289322440142
68,5.356993736951983,10,44,16.737222770590755
69,5.347280334728033,10,49,18.403954281904863
70,5.229473684210526,10,48,17.67064623584277
71,5.295833333333333,10,45,16.961934585942938
72,5.23404255319149,10,47,17.22552284171846
73,5.425619834710743,10,42,15.8241620040039
74,5.30672268907563,10,47,18.11469261388766
75,5.498973305954825,10,43,15.883370936530874
76,5.512295081967213,11,44,16.063469889251692
77,5.521649484536082,10,39,15.252227996932776
78,5.361169102296451,11,46,16.421100444615263
79,5.5528455284552845,10,38,14.688713923799115
80,5.186440677966102,10,30,11.636923311946227
81,5.276955602536998,10,50,18.75808040993299
