,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0.0,0.999875,-1.0,0.000125,1.0,0.0
2,0.0,0.99975,-1.0,0.00025,1.0,0.0
3,0.0,0.999625,-1.0,0.000375,1.0,0.0
4,0.0,0.9995,-1.0,0.0005,1.0,0.0
5,0.0,0.999375,-1.0,0.000625,1.0,0.0
6,0.0,0.99925,-1.0,0.00075,1.0,0.0
7,0.0,0.999125,-1.0,0.000875,1.0,0.0
8,0.0,0.999,-1.0,0.001,1.0,0.0
9,0.0,0.998875,-1.0,0.001125,1.0,0.0
10,0.0,0.99875,-1.0,0.00125,1.0,0.0
11,0.0,0.998625,-1.0,0.001375,1.0,0.0
12,0.0,0.9985,-1.0,0.0015,1.0,0.0
13,0.0,0.998375,-1.0,0.001625,1.0,0.0
14,0.0,0.99825,-1.0,0.00175,1.0,0.0
15,0.0,0.998125,-1.0,0.001875,1.0,0.0
16,0.0,0.998,-1.0,0.002,1.0,0.0
17,0.0,0.997875,-1.0,0.002125,1.0,0.0
18,0.0,0.99775,-1.0,0.00225,1.0,0.0
19,0.0,0.997625,-1.0,0.002375,1.0,0.0
20,0.0,0.9975,-1.0,0.0025,1.0,0.0
21,0.0,0.997375,-1.0,0.002625,1.0,0.0
22,0.0,0.99725,-1.0,0.00275,1.0,0.0
23,0.0,0.997125,-1.0,0.002875,1.0,0.0
24,0.0,0.997,-1.0,0.003,1.0,0.0
25,0.0,0.996875,-1.0,0.003125,1.0,0.0
26,0.0,0.99675,-1.0,0.00325,1.0,0.0
27,0.0,0.996625,-1.0,0.003375,1.0,0.0
28,0.0,0.9965,-1.0,0.0035,1.0,0.0
29,0.0,0.996375,-1.0,0.003625,1.0,0.0
30,0.0,0.99625,-1.0,0.00375,1.0,0.0
31,0.0,0.996125,-1.0,0.003875,1.0,0.0
32,0.0,0.996,-1.0,0.004,1.0,0.0
33,0.0,0.995875,-1.0,0.004125,1.0,0.0
34,0.0,0.99575,-1.0,0.00425,1.0,0.0
35,0.0,0.995625,-1.0,0.004375,1.0,0.0
36,0.0,0.9955,-1.0,0.0045,1.0,0.0
37,0.0,0.995375,-1.0,0.004625,1.0,0.0
38,0.0,0.99525,-1.0,0.00475,1.0,0.0
39,0.0,0.995125,-1.0,0.004875,1.0,0.0
40,0.0,0.995,-1.0,0.005,1.0,0.0
41,0.0,0.994875,-1.0,0.005125,1.0,0.0
42,0.0,0.99475,-1.0,0.00525,1.0,0.0
43,0.0,0.994625,-1.0,0.005375,1.0,0.0
44,0.0,0.9945,-1.0,0.0055,1.0,0.0
45,0.0,0.994375,-1.0,0.005625,1.0,0.0
46,0.0,0.99425,-1.0,0.00575,1.0,0.0
47,0.0,0.994125,-1.0,0.005875,1.0,0.0
48,0.0,0.994,-1.0,0.006,1.0,0.0
49,0.0,0.993875,-1.0,0.006125,1.0,0.0
50,0.0,0.99375,-1.0,0.00625,1.0,0.0
51,0.0,0.993625,-1.0,0.006375,1.0,0.0
52,0.0,0.9935,-1.0,0.0065,1.0,0.0
53,0.0,0.993375,-1.0,0.006625,1.0,0.0
54,0.0,0.99325,-1.0,0.00675,1.0,0.0
55,0.0,0.993125,-1.0,0.006875,1.0,0.0
56,0.0,0.993,-1.0,0.007,1.0,0.0
57,0.0,0.992875,-1.0,0.007125,1.0,0.0
58,0.0,0.99275,-1.0,0.00725,1.0,0.0
59,0.0,0.992625,-1.0,0.007375,1.0,0.0
60,0.0,0.9925,-1.0,0.0075,1.0,0.0
61,0.0,0.992375,-1.0,0.007625,1.0,0.0
62,0.0,0.99225,-1.0,0.00775,1.0,0.0
63,0.0,0.992125,-1.0,0.007875,1.0,0.0
64,0.0,0.992,-1.0,0.008,1.0,0.0
65,0.0,0.991875,-1.0,0.008125,1.0,0.0
66,0.0,0.99175,-1.0,0.00825,1.0,0.0
67,0.0,0.991625,-1.0,0.008375,1.0,0.0
68,0.0,0.9915,-1.0,0.0085,1.0,0.0
69,0.0,0.991375,-1.0,0.008625,1.0,0.0
70,0.0,0.99125,-1.0,0.00875,1.0,0.0
71,0.0,0.991125,-1.0,0.008875,1.0,0.0
72,0.0,0.991,-1.0,0.009,1.0,0.0
73,0.0,0.990875,-1.0,0.009125,1.0,0.0
74,0.0,0.99075,-1.0,0.00925,1.0,0.0
75,0.0,0.990625,-1.0,0.009375,1.0,0.0
76,0.0,0.9905,-1.0,0.0095,1.0,0.0
77,0.0,0.990375,-1.0,0.009625,1.0,0.0
78,0.0,0.99025,-1.0,0.00975,1.0,0.0
79,0.0,0.990125,-1.0,0.009875,1.0,0.0
80,0.0,0.99,-1.0,0.01,1.0,0.0
81,0.0,0.989875,-1.0,0.010125,1.0,0.0
