,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0.0,0.9995,-1.0,0.0005,1.0,0.0
2,0.0,0.999,-1.0,0.001,1.0,0.0
3,0.0,0.9985,-1.0,0.0015,1.0,0.0
4,0.0,0.998,-1.0,0.002,1.0,0.0
5,0.0,0.9975,-1.0,0.0025,1.0,0.0
6,0.0,0.997,-1.0,0.003,1.0,0.0
7,0.0,0.9965,-1.0,0.0035,1.0,0.0
8,0.0,0.996,-1.0,0.004,1.0,0.0
9,0.0,0.9955,-1.0,0.0045,1.0,0.0
10,0.0,0.995,-1.0,0.005,1.0,0.0
11,0.0,0.9945,-1.0,0.0055,1.0,0.0
12,0.0,0.994,-1.0,0.006,1.0,0.0
13,0.0,0.9935,-1.0,0.0065,1.0,0.0
14,0.0,0.993,-1.0,0.007,1.0,0.0
15,0.0,0.9925,-1.0,0.0075,1.0,0.0
16,0.0,0.992,-1.0,0.008,1.0,0.0
17,0.0,0.9915,-1.0,0.0085,1.0,0.0
18,0.0,0.991,-1.0,0.009,1.0,0.0
19,0.0,0.9905,-1.0,0.0095,1.0,0.0
20,0.0,0.99,-1.0,0.01,1.0,0.0
21,0.0,0.9895,-1.0,0.0105,1.0,0.0
22,0.0,0.989,-1.0,0.011,1.0,0.0
23,0.0,0.9885,-1.0,0.0115,1.0,0.0
24,0.0,0.988,-1.0,0.012,1.0,0.0
25,0.0,0.9875,-1.0,0.0125,1.0,0.0
26,0.0,0.987,-1.0,0.013,1.0,0.0
27,0.0,0.9865,-1.0,0.0135,1.0,0.0
28,0.0,0.986,-1.0,0.014,1.0,0.0
29,0.0,0.9855,-1.0,0.0145,1.0,0.0
30,0.0,0.985,-1.0,0.015,1.0,0.0
31,0.0,0.9845,-1.0,0.0155,1.0,0.0
32,0.0,0.984,-1.0,0.016,1.0,0.0
33,0.0,0.9835,-1.0,0.0165,1.0,0.0
34,0.0,0.983,-1.0,0.017,1.0,0.0
35,0.0,0.9825,-1.0,0.0175,1.0,0.0
36,0.0,0.982,-1.0,0.018,1.0,0.0
37,0.0,0.9815,-1.0,0.0185,1.0,0.0
38,0.0,0.981,-1.0,0.019,1.0,0.0
39,0.0,0.9805,-1.0,0.0195,1.0,0.0
40,0.0,0.98,-1.0,0.02,1.0,0.0
41,0.0,0.9795,-1.0,0.0205,1.0,0.0
42,0.0,0.979,-1.0,0.021,1.0,0.0
43,0.0,0.9785,-1.0,0.0215,1.0,0.0
44,0.0,0.978,-1.0,0.022,1.0,0.0
45,0.0,0.9775,-1.0,0.0225,1.0,0.0
46,0.0,0.977,-1.0,0.023,1.0,0.0
47,0.0,0.9765,-1.0,0.0235,1.0,0.0
48,0.0,0.976,-1.0,0.024,1.0,0.0
49,0.0,0.9755,-1.0,0.0245,1.0,0.0
50,0.0,0.975,-1.0,0.025,1.0,0.0
51,0.0,0.9745,-1.0,0.0255,1.0,0.0
52,0.0,0.974,-1.0,0.026,1.0,0.0
53,0.0,0.9735,-1.0,0.0265,1.0,0.0
54,0.0,0.973,-1.0,0.027,1.0,0.0
55,0.0,0.9725,-1.0,0.0275,1.0,0.0
56,0.0,0.972,-1.0,0.028,1.0,0.0
57,0.0,0.9715,-1.0,0.0285,1.0,0.0
58,0.0,0.971,-1.0,0.029,1.0,0.0
59,0.0,0.9705,-1.0,0.0295,1.0,0.0
60,0.0,0.97,-1.0,0.03,1.0,0.0
61,0.0,0.9695,-1.0,0.0305,1.0,0.0
62,0.0,0.969,-1.0,0.031,1.0,0.0
63,0.0,0.9685,-1.0,0.0315,1.0,0.0
64,0.0,0.968,-1.0,0.032,1.0,0.0
65,0.0,0.9675,-1.0,0.0325,1.0,0.0
66,0.0,0.967,-1.0,0.033,1.0,0.0
67,0.0,0.9665,-1.0,0.0335,1.0,0.0
68,0.0,0.966,-1.0,0.034,1.0,0.0
69,0.0,0.9655,-1.0,0.0345,1.0,0.0
70,0.0,0.965,-1.01,0.035,1.0,0.0
71,0.01,0.964495,-1.0,0.0355,1.0,4.94999997317791e-06
72,0.01,0.963995,-1.0,0.036,1.0,4.94999997317791e-06
73,0.01,0.963495,-1.0,0.0365,1.0,4.94999997317791e-06
74,0.01,0.962995,-1.0,0.037,1.0,4.9500002060085535e-06
