,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0.0,0.996,-1.0,0.004,1.0,0.0
2,0.0,0.992,-1.0,0.008,1.0,0.0
3,0.0,0.988,-1.0,0.012,1.0,0.0
4,0.0,0.984,-1.0,0.016,1.0,0.0
5,0.0,0.98,-1.0,0.02,1.0,0.0
6,0.0,0.976,-1.0,0.024,1.0,0.0
7,0.0,0.972,-1.0,0.028,1.0,0.0
8,0.0,0.968,-1.0,0.032,1.0,0.0
9,0.0,0.964,-1.0,0.036,1.0,0.0
10,0.0,0.96,-1.0,0.04,1.0,0.0
11,0.0,0.956,-1.001,0.044,1.0,0.0
12,0.001,0.951996,-1.0,0.048,1.0,3.99600001401268e-06
13,0.001,0.947996,-1.0,0.052,1.0,3.99600001401268e-06
14,0.001,0.943996,-1.0,0.056,1.0,3.99600001401268e-06
15,0.001,0.9399959999999999,-1.001,0.06,1.0,3.99600001401268e-06
16,0.002,0.9359919999999999,-1.0,0.064,1.0,7.984000025317073e-06
17,0.002,0.9319919999999999,-1.002,0.068,1.0,7.984000025317073e-06
18,0.004,0.927984,-1.001,0.072,1.0,1.5935999981593342e-05
19,0.005,0.92398,-1.001,0.076,1.0,1.9899999984772874e-05
20,0.006,0.919976,-1.0,0.08,1.0,2.3855999985244124e-05
21,0.006,0.915976,-1.003,0.084,1.0,2.3856000014347955e-05
22,0.009,0.9119640000000001,-1.001,0.088,1.001,4.367599997203797e-05
23,0.01,0.90796,-1.003,0.092,1.001,4.759999999077991e-05
24,0.013,0.903948,-0.999,0.096,1.001,5.9324000030756e-05
25,0.012,0.899952,-1.001,0.1,1.0,4.7424000018509105e-05
26,0.013,0.895948,-1.001,0.104,1.0,5.1324000000022353e-05
27,0.014,0.891944,-1.004,0.108,1.0,5.5216000007931143e-05
28,0.017,0.887928,-1.001,0.112,1.0,7.870399998500944e-05
29,0.018,0.8839239999999999,-1.002,0.116,1.0,8.255600000848063e-05
30,0.02,0.879916,-1.008,0.12,1.0,9.023599998909048e-05
31,0.028,0.875884,-1.002,0.124,1.0,0.00016063599998597056
32,0.03,0.871876,-1.007,0.128,1.0,0.00016815600002883003
33,0.037,0.867848,-1.001,0.132,1.0,0.0002262240000127349
34,0.038,0.8638440000000001,-1.003,0.136,1.0,0.00022991599998204037
35,0.04,0.859832,-1.003,0.14,1.0,0.0002489439999917522
36,0.043,0.85582,-1.013,0.144,1.0,0.00025989999997545965
37,0.056,0.8517680000000001,-1.001,0.148,1.007,0.0005785439999890514
38,0.057,0.847764,-1.007,0.152,1.007,0.0005820759999915026
39,0.064,0.843736,-1.005,0.156,1.007,0.0006385759999975562
40,0.068,0.839716,-1.009,0.16,1.0094,0.0006958359999698587
41,0.076,0.83568,-1.005,0.164,1.0094,0.0007424000000173692
42,0.081,0.83166,-1.006,0.168,1.0094,0.0007591000000247732
43,0.087,0.8276359999999999,-1.003,0.172,1.0094,0.0007868760000274051
44,0.091,0.823624,-1.005,0.176,1.0094,0.0007886559999897145
45,0.096,0.819604,-1.012,0.18,1.0104,0.0008127959999837912
46,0.108,0.8155560000000001,-1.019,0.184,1.0114,0.0009147159999993164
47,0.127,0.81148,-1.004,0.188,1.0134,0.001284399999974994
48,0.131,0.8074640000000001,-1.009,0.192,1.0134,0.0012961759999743662
49,0.139,0.803428,-1.013,0.196,1.01606667,0.0013542040000029374
50,0.149,0.799376,-1.008,0.2,1.0116381,0.0013426559999934397
51,0.156,0.795344,-1.02,0.204,1.0116381,0.0013724159999692347
52,0.174,0.791264,-1.018,0.208,1.02330477,0.0017365759999956936
53,0.192,0.787192,-1.018,0.212,1.0223047699999999,0.0018527839999878779
54,0.208,0.78312,-1.019,0.216,1.03025715,0.002102400000003399
55,0.223,0.779044,-1.018,0.22,1.0335904900000001,0.002223515999998199
56,0.238,0.774972,-1.02,0.224,1.03949049,0.0024118040000030306
57,0.255,0.770892,-1.015,0.228,1.04882383,0.002721083999989787
58,0.267,0.766832,-1.02,0.232,1.0529905,0.002818943999998737
59,0.285,0.762752,-1.029,0.236,1.0626571599999997,0.003386624000035226
60,0.311,0.758636,-1.029,0.24,1.0661571599999997,0.003514876000030199
61,0.333,0.75452,-1.014,0.244,1.0733905,0.003940400000021328
62,0.345,0.750464,-1.036,0.248,1.0726762099999998,0.00403417599995737
63,0.379,0.7463200000000001,-1.026,0.252,1.07634288,0.0044703999999910595
64,0.399,0.742216,-1.039,0.256,1.0828571699999998,0.004660336000000825
65,0.432,0.7380599999999999,-1.021,0.26,1.0942127299999997,0.005087100000033388
66,0.446,0.733976,-1.025,0.264,1.0988793999999997,0.005215855999995256
67,0.463,0.729876,-1.044,0.268,1.1033413,0.005380156000028364
68,0.496,0.7257,-1.023,0.272,1.11211512,0.005793499999970663
69,0.516,0.7216079999999999,-1.073,0.276,1.1202817799999998,0.006017584000015631
70,0.577,0.7173160000000001,-1.079,0.28,1.1379801999999999,0.0074670360000018265
71,0.646,0.713,-1.053,0.284,1.1852136100000001,0.010270000000004074
72,0.686,0.708788,-1.082,0.288,1.2022969500000005,0.010872763999985182
73,0.755,0.7044600000000001,-1.061,0.292,1.22387315,0.013919099999999162
