,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0.0,0.996,-1.0,0.004,1.0,0.0
2,0.0,0.992,-1.0,0.008,1.0,0.0
3,0.0,0.988,-1.0,0.012,1.0,0.0
4,0.0,0.984,-1.0,0.016,1.0,0.0
5,0.0,0.98,-1.0,0.02,1.0,0.0
6,0.0,0.976,-1.0,0.024,1.0,0.0
7,0.0,0.972,-1.0,0.028,1.0,0.0
8,0.0,0.968,-1.0,0.032,1.0,0.0
9,0.0,0.964,-1.0,0.036,1.0,0.0
10,0.0,0.96,-1.0,0.04,1.0,0.0
11,0.0,0.956,-1.0,0.044,1.0,0.0
12,0.0,0.952,-1.0,0.048,1.0,0.0
13,0.0,0.948,-1.0,0.052,1.0,0.0
14,0.0,0.944,-1.0,0.056,1.0,0.0
15,0.0,0.94,-1.0,0.06,1.0,0.0
16,0.0,0.936,-1.0,0.064,1.0,0.0
17,0.0,0.932,-1.0,0.068,1.0,0.0
18,0.0,0.928,-1.0,0.072,1.0,0.0
19,0.0,0.924,-1.0,0.076,1.0,0.0
20,0.0,0.92,-1.0,0.08,1.0,0.0
21,0.0,0.916,-1.0,0.084,1.0,0.0
22,0.0,0.912,-1.0,0.088,1.0,0.0
23,0.0,0.908,-1.0,0.092,1.0,0.0
24,0.0,0.904,-1.0,0.096,1.0,0.0
25,0.0,0.9,-1.0,0.1,1.0,0.0
26,0.0,0.896,-1.001,0.104,1.0,0.0
27,0.001,0.891996,-1.0,0.108,1.0,3.99600001401268e-06
28,0.001,0.887996,-1.0,0.112,1.0,3.99600001401268e-06
29,0.001,0.883996,-1.0,0.116,1.0,3.99600001401268e-06
30,0.001,0.879996,-1.0,0.12,1.0,3.99600001401268e-06
31,0.001,0.875996,-1.0,0.124,1.0,3.99600001401268e-06
32,0.001,0.871996,-1.0,0.128,1.0,3.99600001401268e-06
33,0.001,0.867996,-1.0,0.132,1.0,3.99600001401268e-06
34,0.001,0.863996,-1.001,0.136,1.0,3.99600001401268e-06
35,0.002,0.859992,-1.0,0.14,1.0,7.984000025317073e-06
36,0.002,0.855992,-1.026,0.144,1.0,7.984000025317073e-06
37,0.028,0.851888,-1.0,0.148,1.025,0.002708863999985624
38,0.028,0.8478880000000001,-1.002,0.152,1.025,0.002708863999985624
39,0.03,0.84388,-1.0,0.156,1.025,0.0027163999999756925
40,0.03,0.83988,-1.023,0.16,1.025,0.0027164000000047964
41,0.052,0.835788,-1.001,0.164,1.0445,0.004216763999982504
42,0.053,0.831784,-1.04,0.168,1.0445,0.004220335999998497
43,0.093,0.827624,-1.022,0.172,1.0615,0.006900655999983428
44,0.115,0.8235359999999999,-1.032,0.176,1.0615,0.00781817600002978
45,0.147,0.819408,-1.025,0.18,1.0875,0.00924038400000427
46,0.172,0.815308,-1.047,0.184,1.1095,0.011164283999998588
47,0.219,0.81112,-1.01,0.188,1.1345,0.01408640000000014
48,0.229,0.80708,-1.07,0.192,1.1345,0.014396399999997811
49,0.299,0.8028,-1.163,0.196,1.1625,0.01903200000000652
50,0.462,0.7981480000000001,-1.068,0.2,1.2835,0.03505052399999113
51,0.529,0.793876,-1.255,0.204,1.31368182,0.03714015600000858
52,0.784,0.788856,-1.334,0.208,1.38368182,0.05498481600001105
53,1.104,0.78352,-1.508,0.212,1.60571209,0.09650239999999757
54,1.527,0.7774880000000001,-1.611,0.216,1.8168370999999999,0.21147846399995615
55,2.109,0.771044,-1.45,0.22,2.1880339499999995,0.3157915159999975
56,2.484,0.765244,-1.873,0.224,2.5106052099999996,0.388137115999969
57,3.319,0.757752,-2.028,0.228,2.7794503899999996,0.545864624000038
58,4.274,0.74964,-2.301,0.232,3.502587809999999,0.7107755999999936
59,5.452,0.740436,-2.477,0.236,4.2563531900000005,0.9097004759999981
60,6.506,0.7305280000000001,-2.43,0.24,4.946637209999998,1.1868263039999873
61,7.563,0.720808,-2.746,0.244,5.884119459999999,1.3796767840000101
62,8.753,0.709824,-4.157,0.248,6.79779739,1.62793625600003
63,11.169,0.693196,-3.879,0.252,8.526816069999999,2.1818943959999886
64,13.019,0.67768,-4.336,0.256,9.78421340999999,2.6090144000000146
65,15.163,0.660336,-4.481,0.26,11.592838519999987,3.057747776000004
66,17.487,0.642412,-5.628,0.264,13.200646149999987,3.427165563999995
67,20.183,0.6199,-6.085,0.268,15.463829429999997,4.02834550000001
68,22.736,0.59556,-5.64,0.272,17.474279380000002,4.468871600000013
69,24.512,0.573,-6.304,0.276,18.71285080999998,4.782741999999998
70,26.478,0.5477839999999999,-7.103,0.28,20.217258729999983,5.1778683359999995
71,28.885,0.519372,-7.983,0.284,21.96321036000001,5.31955340400002
72,30.961,0.48744,-6.788,0.288,23.483095029999976,5.595937599999997
73,32.074,0.46028800000000003,-7.097,0.292,24.056904319999973,5.556195263999994
74,33.225,0.43189999999999995,-7.213,0.296,24.437205729999977,5.291345500000003
75,34.043,0.403048,-6.545,0.3,24.58834264999997,5.289781424000001
76,34.207,0.376868,-6.754,0.304,24.15264027000002,4.965903643999998
77,34.333,0.349852,-6.558,0.308,23.803743230000002,4.485730524000006
78,34.242,0.32362,-6.037,0.312,23.232300559999995,3.9681199000000014
