,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0.0,0.996,-1.0,0.004,1.0,0.0
2,0.0,0.992,-1.0,0.008,1.0,0.0
3,0.0,0.988,-1.0,0.012,1.0,0.0
4,0.0,0.984,-1.0,0.016,1.0,0.0
5,0.0,0.98,-1.0,0.02,1.0,0.0
6,0.0,0.976,-1.0,0.024,1.0,0.0
7,0.0,0.972,-1.0,0.028,1.0,0.0
8,0.0,0.968,-1.0,0.032,1.0,0.0
9,0.0,0.964,-1.0,0.036,1.0,0.0
10,0.0,0.96,-1.0,0.04,1.0,0.0
11,0.0,0.956,-1.0,0.044,1.0,0.0
12,0.0,0.952,-1.0,0.048,1.0,0.0
13,0.0,0.948,-1.0,0.052,1.0,0.0
14,0.0,0.944,-1.0,0.056,1.0,0.0
15,0.0,0.94,-1.0,0.06,1.0,0.0
16,0.0,0.936,-1.0,0.064,1.0,0.0
17,0.0,0.932,-1.0,0.068,1.0,0.0
18,0.0,0.928,-1.0,0.072,1.0,0.0
19,0.0,0.924,-1.0,0.076,1.0,0.0
20,0.0,0.92,-1.0,0.08,1.0,0.0
21,0.0,0.916,-1.0,0.084,1.0,0.0
22,0.0,0.912,-1.0,0.088,1.0,0.0
23,0.0,0.908,-1.0,0.092,1.0,0.0
24,0.0,0.904,-1.0,0.096,1.0,0.0
25,0.0,0.9,-1.0,0.1,1.0,0.0
26,0.0,0.896,-1.0,0.104,1.0,0.0
27,0.0,0.892,-1.0,0.108,1.0,0.0
28,0.0,0.888,-1.0,0.112,1.0,0.0
29,0.0,0.884,-1.0,0.116,1.0,0.0
30,0.0,0.88,-1.0,0.12,1.0,0.0
31,0.0,0.876,-1.0,0.124,1.0,0.0
32,0.0,0.872,-1.0,0.128,1.0,0.0
33,0.0,0.868,-1.0,0.132,1.0,0.0
34,0.0,0.864,-1.0,0.136,1.0,0.0
35,0.0,0.86,-1.0,0.14,1.0,0.0
36,0.0,0.856,-1.0,0.144,1.0,0.0
37,0.0,0.852,-1.0,0.148,1.0,0.0
38,0.0,0.848,-1.0,0.152,1.0,0.0
39,0.0,0.844,-1.002,0.156,1.0,0.0
40,0.002,0.839992,-1.0,0.16,1.001,1.5983999997843056e-05
41,0.002,0.835992,-1.0,0.164,1.001,1.5983999997843056e-05
42,0.002,0.831992,-1.0,0.168,1.001,1.5983999997843056e-05
43,0.002,0.827992,-1.0,0.172,1.001,1.5984000026946888e-05
44,0.002,0.823992,-1.0,0.176,1.001,1.5984000026946888e-05
45,0.002,0.8199919999999999,-1.0,0.18,1.001,1.5984000026946888e-05
46,0.002,0.8159919999999999,-1.025,0.184,1.001,1.5984000026946888e-05
47,0.027,0.8118920000000001,-1.0,0.188,1.001,0.002513083999976516
48,0.027,0.807892,-1.002,0.192,1.001,0.002513083999976516
49,0.029,0.803884,-1.0,0.196,1.001,0.0025206360000011047
50,0.029,0.799884,-1.0,0.2,1.001,0.0025206360000011047
51,0.029,0.795884,-1.003,0.204,1.001,0.0025206360000011047
52,0.032,0.7918719999999999,-1.002,0.208,1.002,0.0025399040000047535
53,0.034,0.787864,-1.005,0.212,1.002,0.002555375999974785
54,0.039,0.7838440000000001,-0.999,0.216,1.002,0.002653915999981109
55,0.038,0.779848,-1.016,0.22,1.002,0.0024582240000308956
56,0.054,0.775784,-1.017,0.224,1.003,0.0026843360000057145
57,0.071,0.771716,-1.013,0.228,1.009,0.0031038359999947716
58,0.084,0.767664,-1.002,0.232,1.018,0.0034037759999919217
59,0.084,0.763656,-1.007,0.236,1.018,0.003450416000006953
60,0.091,0.7596280000000001,-1.011,0.24,1.018,0.0035934039999847302
61,0.102,0.7555839999999999,-1.022,0.244,1.028,0.004068736000015633
62,0.124,0.7514959999999999,-1.027,0.248,1.035,0.004616496000002371
63,0.151,0.747388,-1.037,0.252,1.047,0.005326364000007743
64,0.188,0.74324,-1.051,0.256,1.059,0.00666359999999986
65,0.239,0.7390359999999999,-1.094,0.26,1.074,0.007947676000010688
66,0.333,0.73466,-1.109,0.264,1.124,0.011123099999997067
67,0.432,0.7302240000000001,-1.106,0.268,1.18614286,0.01652345599999535
68,0.527,0.7258,-1.179,0.272,1.2320336299999999,0.022486000000033528
69,0.692,0.721084,-1.247,0.276,1.3424928299999999,0.03233423600002425
70,0.92,0.716096,-1.192,0.28,1.3977461999999998,0.054429696000006515
71,1.108,0.711328,-1.21,0.284,1.4883176299999998,0.06375910400001157
72,1.302,0.706488,-1.23,0.288,1.5654038,0.08865246399996977
73,1.504,0.701568,-1.341,0.292,1.6298433199999995,0.1142733440000011
74,1.797,0.6962039999999999,-1.3,0.296,1.7348391899999995,0.1527215960000176
75,2.07,0.6910040000000001,-1.387,0.3,1.8688736199999991,0.18052399599998897
76,2.429,0.6854560000000001,-1.56,0.304,2.0802744399999997,0.2458940159999911
77,2.876,0.679216,-1.525,0.308,2.3568144799999997,0.31330233599999335
78,3.269,0.6731159999999999,-1.629,0.312,2.50809797,0.37083663600000727
79,3.808,0.6666,-1.608,0.316,2.8119853500000005,0.4566779999999853
80,4.254,0.660168,-1.854,0.32,3.11780778,0.49703294399999143
81,4.914,0.652752,-2.142,0.324,3.6107409499999985,0.5915946240000194
