,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0.0,0.996,-1.0,0.004,1.0,0.0
2,0.0,0.992,-1.0,0.008,1.0,0.0
3,0.0,0.988,-1.0,0.012,1.0,0.0
4,0.0,0.984,-1.0,0.016,1.0,0.0
5,0.0,0.98,-1.0,0.02,1.0,0.0
6,0.0,0.976,-1.0,0.024,1.0,0.0
7,0.0,0.972,-1.0,0.028,1.0,0.0
8,0.0,0.968,-1.0,0.032,1.0,0.0
9,0.0,0.964,-1.0,0.036,1.0,0.0
10,0.0,0.96,-1.0,0.04,1.0,0.0
11,0.0,0.956,-1.005,0.044,1.0,0.0
12,0.005,0.95198,-1.001,0.048,1.001,5.1899999991292137e-05
13,0.006,0.947976,-1.008,0.052,1.001,5.5855999991763386e-05
14,0.014,0.943944,-1.012,0.056,1.004,0.00012721600002259947
15,0.026,0.939896,-1.004,0.06,1.011,0.00026929600001312793
16,0.03,0.93588,-1.002,0.064,1.011,0.0003324000000138767
17,0.032,0.9318719999999999,-1.002,0.068,1.012,0.00034790400002384557
18,0.034,0.927864,-1.003,0.072,1.012,0.00035537599999224765
19,0.035,0.923852,-1.006,0.076,1.0116,0.00042252399999415503
20,0.041,0.919828,-1.007,0.08,1.0136,0.00046060400002170354
21,0.048,0.9158,-1.004,0.084,1.0176,0.0005260000000125728
22,0.052,0.911784,-1.014,0.088,1.0176,0.0005483360000071116
23,0.066,0.907728,-1.003,0.092,1.0206,0.0007175040000001899
24,0.069,0.903716,-1.015,0.096,1.0206,0.0007278360000054818
25,0.084,0.8996559999999999,-1.011,0.1,1.0226,0.0008664160000043922
26,0.092,0.895612,-1.005,0.104,1.0226,0.0010303640000347515
27,0.097,0.8915919999999999,-1.022,0.108,1.0246,0.0010783840000221972
28,0.119,0.8875040000000001,-1.013,0.112,1.0386,0.001426496000000043
29,0.131,0.883452,-1.039,0.116,1.0420999999999998,0.0015529240000178106
30,0.17,0.8792960000000001,-1.022,0.12,1.0671,0.003036095999967074
31,0.192,0.875208,-1.011,0.124,1.0760999999999998,0.0032911840000015217
32,0.203,0.8711639999999999,-1.055,0.128,1.0791,0.003357275999995181
33,0.255,0.8669439999999999,-1.064,0.132,1.0853499999999998,0.0061772160000109575
34,0.316,0.862688,-1.031,0.136,1.1229690500000002,0.0087456639999873
35,0.346,0.858564,-1.039,0.14,1.1303690500000003,0.009184476000024006
36,0.382,0.8544080000000001,-1.048,0.144,1.1414690500000002,0.009846383999974933
37,0.427,0.850216,-1.119,0.148,1.1636357200000003,0.01072433599998476
38,0.543,0.84574,-1.056,0.152,1.2229023900000002,0.02129509999998845
39,0.593,0.8415159999999999,-1.083,0.156,1.2321881099999998,0.021957436000026063
40,0.671,0.8371839999999999,-1.127,0.16,1.2663436699999997,0.023921536000008927
41,0.776,0.8326760000000001,-1.089,0.164,1.3256072699999997,0.02860975599999074
42,0.857,0.8283200000000001,-1.215,0.168,1.35789057,0.030334399999963353
43,1.058,0.8234600000000001,-1.158,0.172,1.4547036199999999,0.05635509999998612
44,1.19,0.818828,-1.156,0.176,1.5172087300000006,0.06346860399999422
45,1.306,0.8142039999999999,-1.391,0.18,1.5540401000000004,0.06894159600001876
46,1.671,0.80864,-1.333,0.184,1.808230680000001,0.1111695999999938
47,1.94,0.803308,-1.454,0.188,1.9889575800000012,0.1402762839999923
48,2.328,0.797492,-1.428,0.192,2.3025996400000013,0.19432748400003766
49,2.672,0.7917799999999999,-1.547,0.196,2.4179844600000004,0.23286389999999665
50,3.09,0.785592,-1.773,0.2,2.691691810000001,0.31669438400000216
51,3.784,0.7785,-1.761,0.204,3.131316840000001,0.4132415000000037
52,4.379,0.771456,-1.645,0.208,3.5788814300000014,0.5150300159999751
53,4.917,0.764876,-1.943,0.212,3.98455892,0.5680921559999988
54,5.629,0.757104,-2.02,0.216,4.610063729999999,0.7063832959999854
55,6.417,0.749024,-2.28,0.22,5.228890119999998,0.8269058559999976
56,7.394,0.739904,-2.535,0.224,5.942963479999997,1.0298056959999957
57,8.553,0.729764,-2.473,0.228,6.883215869999996,1.232394075999997
58,9.549,0.719872,-3.19,0.232,7.860897369999997,1.404683904000005
59,11.027,0.707112,-3.157,0.236,9.19752998,1.6690028640000092
60,12.4,0.694484,-3.432,0.24,10.275917319999994,2.0299814359999875
61,14.086,0.6807559999999999,-3.945,0.244,11.58549897,2.3505571160000107
62,15.821,0.664976,-3.87,0.248,12.953786190000006,2.7639298560000025
63,17.277,0.649496,-4.258,0.252,14.160609439999996,3.1717124960000076
64,18.977,0.632464,-3.623,0.256,15.455386629999994,3.514770175999991
65,20.204,0.617972,-4.742,0.26,16.35198222,3.6971598040000098
66,21.824,0.599004,-5.043,0.264,17.34830624999999,4.070923995999998
67,23.83,0.578832,-5.637,0.268,18.827183889999976,4.373394943999999
68,26.192,0.556284,-5.361,0.272,20.52194090999998,4.564255836000012
69,27.945,0.53484,-5.019,0.276,21.700713399999962,4.717695599999992
70,29.347,0.514764,-5.375,0.28,22.479019229999977,4.74793407599999
71,30.688,0.49326400000000004,-5.523,0.284,23.174619999999962,4.868200575999988
72,31.929,0.47117200000000004,-4.819,0.288,23.795729790000063,4.851904603999989
