,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0.0,0.996,-1.0,0.004,1.0,0.0
2,0.0,0.992,-1.0,0.008,1.0,0.0
3,0.0,0.988,-1.0,0.012,1.0,0.0
4,0.0,0.984,-1.0,0.016,1.0,0.0
5,0.0,0.98,-1.0,0.02,1.0,0.0
6,0.0,0.976,-1.0,0.024,1.0,0.0
7,0.0,0.972,-1.0,0.028,1.0,0.0
8,0.0,0.968,-1.0,0.032,1.0,0.0
9,0.0,0.964,-1.0,0.036,1.0,0.0
10,0.0,0.96,-1.0,0.04,1.0,0.0
11,0.0,0.956,-1.0,0.044,1.0,0.0
12,0.0,0.952,-1.0,0.048,1.0,0.0
13,0.0,0.948,-1.0,0.052,1.0,0.0
14,0.0,0.944,-1.0,0.056,1.0,0.0
15,0.0,0.94,-1.0,0.06,1.0,0.0
16,0.0,0.936,-1.0,0.064,1.0,0.0
17,0.0,0.932,-1.0,0.068,1.0,0.0
18,0.0,0.928,-1.0,0.072,1.0,0.0
19,0.0,0.924,-1.0,0.076,1.0,0.0
20,0.0,0.92,-1.0,0.08,1.0,0.0
21,0.0,0.916,-1.0,0.084,1.0,0.0
22,0.0,0.912,-1.0,0.088,1.0,0.0
23,0.0,0.908,-1.0,0.092,1.0,0.0
24,0.0,0.904,-1.0,0.096,1.0,0.0
25,0.0,0.9,-1.0,0.1,1.0,0.0
26,0.0,0.896,-1.0,0.104,1.0,0.0
27,0.0,0.892,-1.0,0.108,1.0,0.0
28,0.0,0.888,-1.0,0.112,1.0,0.0
29,0.0,0.884,-1.0,0.116,1.0,0.0
30,0.0,0.88,-1.0,0.12,1.0,0.0
31,0.0,0.876,-1.0,0.124,1.0,0.0
32,0.0,0.872,-1.0,0.128,1.0,0.0
33,0.0,0.868,-1.0,0.132,1.0,0.0
34,0.0,0.864,-1.0,0.136,1.0,0.0
35,0.0,0.86,-1.0,0.14,1.0,0.0
36,0.0,0.856,-1.0,0.144,1.0,0.0
37,0.0,0.852,-1.0,0.148,1.0,0.0
38,0.0,0.848,-1.0,0.152,1.0,0.0
39,0.0,0.844,-1.0,0.156,1.0,0.0
40,0.0,0.84,-1.0,0.16,1.0,0.0
41,0.0,0.836,-1.0,0.164,1.0,0.0
42,0.0,0.832,-1.0,0.168,1.0,0.0
43,0.0,0.828,-1.0,0.172,1.0,0.0
44,0.0,0.824,-1.0,0.176,1.0,0.0
45,0.0,0.82,-1.0,0.18,1.0,0.0
46,0.0,0.816,-1.0,0.184,1.0,0.0
47,0.0,0.812,-1.0,0.188,1.0,0.0
48,0.0,0.808,-1.0,0.192,1.0,0.0
49,0.0,0.804,-1.0,0.196,1.0,0.0
50,0.0,0.8,-1.04,0.2,1.0,0.0
51,0.04,0.79584,-1.2,0.204,1.03,0.0006335999999719206
52,0.24,0.79104,-1.29,0.208,1.03,0.007529600000008941
53,0.53,0.78588,-1.27,0.212,1.03,0.015876400000008287
54,0.75,0.7807999999999999,-1.59,0.216,1.1716667,0.021920000000012804
55,1.34,0.77444,-1.05,0.22,1.6616667,0.10439159999997355
56,1.39,0.77024,-1.21,0.224,1.6516667,0.1016255999999994
57,1.41,0.7654,-1.26,0.228,1.5744787,0.18203000000002795
58,1.65,0.76036,-1.68,0.232,1.7119787,0.18672759999998378
59,2.17,0.75364,-1.51,0.236,2.3284787,0.25968760000000474
60,2.62,0.7476,-2.27,0.24,2.4489458,0.28195999999999183
61,3.7,0.73852,-2.62,0.244,3.3717889999999993,0.4371724000000104
62,4.99,0.7280399999999999,-1.85,0.248,3.7499744999999995,0.5902796000000089
63,5.62,0.72064,-3.76,0.252,4.2843342,0.588377600000007
64,7.69,0.7056,-3.65,0.256,5.0800153,0.8725599999999831
65,9.47,0.691,-4.21,0.26,6.5995399,1.1377899999999936
66,11.71,0.67416,-1.94,0.264,8.868484599999997,1.5005136000000203
67,12.33,0.6664,-2.8,0.268,9.5075349,1.5672800000000133
68,13.4,0.6552,-3.29,0.272,10.4957307,1.7323199999999925
69,14.77,0.6420399999999999,-1.75,0.276,11.242479099999999,2.0276396000000094
70,14.96,0.6350399999999999,-1.46,0.28,11.3314749,2.340649600000019
71,15.17,0.6292000000000001,-1.1,0.284,11.824562400000001,2.2713999999999794
72,15.24,0.6247999999999999,-0.91,0.288,11.7801241,2.2168800000000193
73,15.08,0.6211599999999999,-1.93,0.292,11.656159500000001,2.1798636000000116
74,15.9,0.6134400000000001,-2.4,0.296,11.802348800000003,2.2371615999999923
75,16.22,0.60384,-3.05,0.3,13.436280400000001,2.358313599999994
76,17.31,0.5916399999999999,-4.55,0.304,13.8396389,2.4994475999999994
77,18.92,0.5734400000000001,-6.02,0.308,15.149275900000003,2.8639615999999952
78,21.03,0.54936,-4.3,0.312,16.843975000000004,3.4652176000000035
79,22.42,0.53216,-7.06,0.316,17.7975736,3.469753600000011
80,24.24,0.50392,-6.97,0.32,18.852853699999997,4.13871839999999
81,26.67,0.47604,-4.91,0.324,20.237170699999997,3.959399599999997
82,26.93,0.4564,-7.1,0.328,19.629624,4.068040000000001
83,28.85,0.428,-6.25,0.332,20.990468500000002,4.27632
84,29.3,0.403,-4.74,0.336,20.628052900000004,4.158029999999999
