,Nsec,Sgcc,chiDelta,f,meanS,varSgcc
0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0.0,0.996,-1.0,0.004,1.0,0.0
2,0.0,0.992,-1.0,0.008,1.0,0.0
3,0.0,0.988,-1.0,0.012,1.0,0.0
4,0.0,0.984,-1.0,0.016,1.0,0.0
5,0.0,0.98,-1.0,0.02,1.0,0.0
6,0.0,0.976,-1.0,0.024,1.0,0.0
7,0.0,0.972,-1.0,0.028,1.0,0.0
8,0.0,0.968,-1.0,0.032,1.0,0.0
9,0.0,0.964,-1.0,0.036,1.0,0.0
10,0.0,0.96,-1.0,0.04,1.0,0.0
11,0.0,0.956,-1.0,0.044,1.0,0.0
12,0.0,0.952,-1.0,0.048,1.0,0.0
13,0.0,0.948,-1.0,0.052,1.0,0.0
14,0.0,0.944,-1.0,0.056,1.0,0.0
15,0.0,0.94,-1.0,0.06,1.0,0.0
16,0.0,0.936,-1.0,0.064,1.0,0.0
17,0.0,0.932,-1.0,0.068,1.0,0.0
18,0.0,0.928,-1.0,0.072,1.0,0.0
19,0.0,0.924,-1.0,0.076,1.0,0.0
20,0.0,0.92,-1.0,0.08,1.0,0.0
21,0.0,0.916,-1.0,0.084,1.0,0.0
22,0.0,0.912,-1.0,0.088,1.0,0.0
23,0.0,0.908,-1.0,0.092,1.0,0.0
24,0.0,0.904,-1.0,0.096,1.0,0.0
25,0.0,0.9,-1.0,0.1,1.0,0.0
26,0.0,0.896,-1.0,0.104,1.0,0.0
27,0.0,0.892,-1.0,0.108,1.0,0.0
28,0.0,0.888,-1.0,0.112,1.0,0.0
29,0.0,0.884,-1.01,0.116,1.0,0.0
30,0.01,0.8799600000000001,-1.0,0.12,1.0,3.959999998915009e-05
31,0.01,0.8759600000000001,-1.0,0.124,1.0,3.959999996004626e-05
32,0.01,0.8719600000000001,-1.0,0.128,1.0,3.959999998915009e-05
33,0.01,0.8679600000000001,-1.0,0.132,1.0,3.959999998915009e-05
34,0.01,0.8639600000000001,-1.0,0.136,1.0,3.959999998915009e-05
35,0.01,0.8599600000000001,-1.0,0.14,1.0,3.959999998915009e-05
36,0.01,0.85596,-1.08,0.144,1.0,3.959999998915009e-05
37,0.09,0.85164,-1.0,0.148,1.07,0.0025676000000094063
38,0.09,0.84764,-1.01,0.152,1.07,0.0025676000000094063
39,0.1,0.8436,-1.01,0.156,1.07,0.002599999999976717
40,0.11,0.83956,-1.02,0.16,1.07,0.0026316000000224447
41,0.13,0.83548,-1.0,0.164,1.07,0.002772400000016205
42,0.13,0.83148,-1.0,0.168,1.07,0.002772399999987101
43,0.13,0.82748,-1.0,0.172,1.07,0.002772399999987101
44,0.13,0.82348,-1.0,0.176,1.07,0.002772399999987101
45,0.13,0.81948,-1.01,0.18,1.07,0.002772400000016205
46,0.14,0.81544,-1.0,0.184,1.07,0.002801599999977043
47,0.14,0.81144,-1.01,0.188,1.07,0.002801599999977043
48,0.15,0.8074,-1.03,0.192,1.07,0.0028299999999871943
49,0.18,0.80328,-1.01,0.196,1.08,0.0029904000000096857
50,0.16,0.7992400000000001,-1.0,0.2,1.0357143,0.002455600000015693
51,0.16,0.7952400000000001,-1.0,0.204,1.0357143,0.002455599999986589
52,0.16,0.79124,-1.01,0.208,1.0357143,0.002455600000015693
53,0.17,0.7872,-1.0,0.212,1.0357143,0.0024799999999813734
54,0.17,0.7832,-1.02,0.216,1.0357143,0.0024799999999813734
55,0.19,0.77912,-1.0,0.22,1.0457143,0.0026063999999896624
56,0.19,0.77512,-1.03,0.224,1.0457143,0.0026063999999896624
57,0.22,0.771,-1.02,0.228,1.0657143,0.0029100000000034923
58,0.23,0.7669199999999999,-1.02,0.232,1.0657143,0.0030284000000101513
59,0.25,0.7628400000000001,-1.01,0.236,1.0657143,0.003143599999981234
60,0.26,0.7587999999999999,-1.0,0.24,1.0657143,0.0031600000000034925
61,0.27,0.7547999999999999,-1.03,0.244,1.0657143,0.003080000000016298
62,0.3,0.7506799999999999,-1.02,0.248,1.0657143,0.0031244000000006053
63,0.32,0.7466,-1.02,0.252,1.0657143,0.003149999999994179
64,0.34,0.74252,-1.0,0.256,1.0657143,0.0032523999999975787
65,0.34,0.73852,-1.03,0.26,1.0657143,0.0032524000000266826
66,0.36,0.7343999999999999,-1.01,0.264,1.0657143,0.003360000000015134
67,0.35,0.73036,-1.03,0.268,1.06,0.0032876000000105704
68,0.38,0.72624,-1.01,0.272,1.06,0.003385599999979604
69,0.39,0.7222000000000001,-1.03,0.276,1.06,0.003389999999984866
70,0.42,0.71808,-1.15,0.28,1.06,0.0034783999999781373
71,0.54,0.71348,-1.03,0.284,1.161667,0.010452399999994668
72,0.56,0.70936,-1.03,0.288,1.161667,0.01049759999998787
73,0.57,0.70524,-1.04,0.292,1.1683337,0.010695599999991827
74,0.61,0.70108,-1.02,0.296,1.1643337,0.01038839999998163
75,0.63,0.697,-1.1,0.3,1.1643337,0.010350000000005822
76,0.69,0.6926,-1.01,0.304,1.2123337,0.011869999999995343
77,0.69,0.68856,-1.1,0.308,1.2123337,0.011921600000016042
78,0.76,0.68416,-1.04,0.312,1.2551908,0.013673600000009174
79,0.77,0.68,-1.11,0.316,1.2333420000000002,0.013279999999998836
